城市名,车系id,车系名称,最低价,最高价,排名,本地销量,评论数,品牌名称,子品牌名称,价格区间,经销商价格
太原,1281,沃尔沃S90,40.69,50.59,156,24,762,沃尔沃,沃尔沃亚太,40.69-50.59万,32.99-42.89万
太原,1199,欧蓝德,15.98,22.58,157,24,364,三菱,广汽三菱,15.98-22.58万,13.98-20.58万
太原,742,远景X6,7.59,8.99,158,24,413,吉利汽车,吉利汽车,7.59-8.99万,7.29-8.69万
太原,410,高尔夫,12.98,22.98,159,24,887,大众,一汽-大众,12.98-22.98万,10.98-20.98万
太原,224,奔驰S级,94.68,183.88,160,24,243,奔驰,奔驰(进口),94.68-183.88万,91.72-178.11万
太原,5439,长安欧尚Z6,9.99,12.99,161,23,109,长安欧尚,长安汽车,9.99-12.99万,9.99-12.99万
太原,3478,蔚来ET7,45.8,53.6,162,23,70,蔚来,蔚来,45.80-53.60万,45.80-53.60万
太原,3476,星瑞,11.37,14.57,163,23,2347,吉利汽车,吉利汽车,11.37-14.57万,11.37-14.57万
太原,3083,星途追风,10.99,16.99,164,23,318,星途,星途,10.99-16.99万,10.49-16.99万
太原,3059,理想ONE,34.98,34.98,165,23,501,理想汽车,理想汽车,34.98万,34.98万
太原,1622,领克01,17.98,20.68,166,23,1420,领克,领克,17.98-20.68万,17.58-20.68万
太原,993,揽胜极光,38.98,47.58,167,23,242,路虎,奇瑞捷豹路虎,38.98-47.58万,38.97-47.57万
太原,579,蒙迪欧,15.98,21.68,168,23,906,福特,长安福特,15.98-21.68万,15.98-21.68万
太原,4861,奔腾NAT,14.78,16.48,169,22,3,奔腾,一汽奔腾,14.78-16.48万,13.78-15.38万
太原,3172,捷达VA3,6.58,9.28,170,22,71,捷达,一汽-大众捷达,6.58-9.28万,6.28-8.98万
太原,894,雷克萨斯RX,40.5,80.1,171,22,216,雷克萨斯,雷克萨斯,40.50-80.10万,40.00-80.10万
太原,538,威驰,7.38,9.48,172,22,266,丰田,一汽丰田,7.38-9.48万,6.28-8.38万
太原,228,奔驰GLE,69.98,87.06,173,22,221,奔驰,奔驰(进口),69.98-87.06万,66.98-86.06万
太原,4532,长安欧尚X5,6.99,10.99,174,21,670,长安欧尚,长安汽车,6.99-10.99万,6.99-10.29万
太原,2843,蔚来ES6,38.6,55.4,175,21,505,蔚来,蔚来,38.60-55.40万,37.47-54.14万
太原,1151,奇骏,17.99,26.29,176,21,682,日产,东风日产,17.99-26.29万,15.99-25.29万
太原,986,卫士,69.8,169.8,177,21,135,路虎,路虎(进口),69.80-169.80万,69.79-169.79万
太原,95,奥迪A3,20.31,24.97,178,21,730,奥迪,一汽-大众奥迪,20.31-24.97万,16.00-19.98万
太原,4313,发现运动版,35.68,45.58,179,20,309,路虎,奇瑞捷豹路虎,35.68-45.58万,35.67-45.57万
太原,4258,ID.4 X,18.9288,28.6288,180,19,284,大众,上汽大众,18.9288-28.6288万,18.93-28.63万
太原,4160,威然,28.98,40.28,181,19,95,大众,上汽大众,28.98-40.28万,26.98-38.28万
太原,4074,北京EU5,12.99,17.19,182,19,19,北京汽车,北京汽车,12.99-17.19万,12.99-17.19万
太原,3077,唐EV,27.98,33.98,183,19,113,比亚迪,比亚迪,27.98-33.98万,27.98-33.98万
太原,1291,五菱荣光,4.09,5.755,184,19,25,五菱汽车,上汽通用五菱,4.09-5.755万,3.86-5.76万
太原,525,埃尔法,83.9,92.8,185,19,101,丰田,丰田(进口),83.90-92.80万,83.90-92.80万
太原,143,宝马1系,20.58,24.68,186,19,421,宝马,华晨宝马,20.58-24.68万,15.38-18.95万
太原,5034,库斯途,16.98,21.88,187,18,156,现代,北京现代,16.98-21.88万,16.18-21.08万
太原,4981,元Pro,9.28,11.28,188,18,130,比亚迪,比亚迪,9.28-11.28万,9.28-11.28万
太原,4542,远志M1,17.78,32.88,189,18,2,大运,大运汽车,17.78-32.88万,17.78-32.88万
太原,2971,凯迪拉克XT4,26.17,35.47,190,18,539,凯迪拉克,上汽通用凯迪拉克,26.17-35.47万,20.17-34.67万
太原,2963,奥迪Q2L,22.88,26.88,191,18,293,奥迪,一汽-大众奥迪,22.88-26.88万,16.50-19.50万
太原,1353,科沃兹,8.39,9.99,192,18,348,雪佛兰,上汽通用雪佛兰,8.39-9.99万,5.89-7.49万
太原,539,威驰FS,8.58,9.28,193,18,80,丰田,一汽丰田,8.58-9.28万,7.58-8.28万
太原,164,北京BJ40,15.98,27.29,194,18,326,北京,北京越野,15.98-27.29万,15.68-27.29万
太原,155,Cayenne,92.3,185,195,18,170,保时捷,保时捷,92.30-185.00万,92.28-184.98万
太原,5153,启辰大V,9.98,13.08,196,17,106,启辰,东风日产启辰,9.98-13.08万,9.98-13.08万
太原,1143,骐达TIIDA,9.99,13.59,197,17,288,日产,东风日产,9.99-13.59万,8.49-12.09万
太原,1081,艾瑞泽5,5.99,8.58,198,17,397,奇瑞,奇瑞汽车,5.99-8.58万,5.79-8.38万
太原,4663,本田LIFE,9.78,11.28,199,16,184,本田,东风本田,9.78-11.28万,8.53-10.03万
太原,3164,凯迪拉克XT6,39.27,55.42,200,16,464,凯迪拉克,上汽通用凯迪拉克,39.27-55.42万,32.77-55.41万
太原,1738,瑞虎5x,6.99,10.09,201,16,285,奇瑞,奇瑞汽车,6.99-10.09万,5.99-9.99万
太原,1456,逸动EV,14.99,15.99,202,16,12,长安,长安汽车,14.99-15.99万,14.99-15.99万
太原,1123,智跑,13.98,15.78,203,16,327,起亚,起亚,13.98-15.78万,12.98-14.78万
太原,287,凌派,10.98,16.98,204,16,363,本田,广汽本田,10.98-16.98万,8.78-14.78万
太原,5004,小鹏P5,17.79,24.99,205,15,279,小鹏汽车,小鹏汽车,17.79-24.99万,17.79-24.99万
太原,4986,凌放HARRIER,21.18,29.78,206,15,86,丰田,一汽丰田,21.18-29.78万,19.68-27.38万
太原,4535,荣威iMAX8,18.28,25.38,207,15,219,荣威,上汽集团,18.28-25.38万,18.28-25.38万
太原,4078,探影,11.59,16.09,208,15,126,大众,一汽-大众,11.59-16.09万,8.39-12.89万
太原,3352,小鹏P7,23.99,42.99,209,15,695,小鹏汽车,小鹏汽车,23.99-42.99万,23.99-42.99万
太原,1810,风行S50 EV,13.19,15.99,210,15,17,东风风行,东风风行,13.19-15.99万,13.19-15.99万
太原,1621,传祺GS3,8.48,10.28,211,15,180,广汽传祺,广汽乘用车,8.48-10.28万,8.18-9.98万
太原,233,奔驰GLS,106.8,132.9,212,15,111,奔驰,奔驰(进口),106.80-132.90万,104.80-130.90万
太原,215,奔驰GLA,28.39,34.48,213,15,222,奔驰,北京奔驰,28.39-34.48万,24.39-30.48万
太原,4730,本田CR-V PHEV,27.38,29.98,214,14,85,本田,东风本田,27.38-29.98万,22.88-25.48万
太原,4586,ID.4 CROZZ,18.73,28.73,215,14,347,大众,一汽-大众,18.73-28.73万,18.43-28.43万
太原,4537,航海家,32.88,47.88,216,14,319,林肯,长安林肯,32.88-47.88万,29.88-44.88万
太原,4294,起亚K3 EV,22.98,23.98,217,14,5,起亚,起亚,22.98-23.98万,19.98-20.98万
太原,3708,宝马X2,28.58,32.98,218,14,175,宝马,华晨宝马,28.58-32.98万,22.28-32.88万
太原,3672,豪越,10.36,13.96,219,14,327,吉利汽车,吉利汽车,10.36-13.96万,10.06-13.56万
太原,2716,奔驰E级PHEV,52.03,52.23,220,14,44,奔驰,北京奔驰,52.03-52.23万,48.03-50.23万
太原,991,揽胜,142.8,332.8,221,14,155,路虎,路虎(进口),142.80-332.80万,142.79-332.79万
太原,735,帝豪EV,13.68,15.58,222,14,24,几何汽车,几何汽车,13.68-15.58万,13.68-15.58万
太原,416,大众CC,24.99,29.99,223,14,644,大众,一汽-大众,24.99-29.99万,21.99-26.99万
太原,385,途锐,53.38,78.28,224,14,231,大众,大众(进口),53.38-78.28万,46.00-78.28万
太原,5819,蔚来ES7,46.8,54.8,225,13,0,蔚来,蔚来,46.80-54.80万,46.80-54.80万
太原,5306,长安深蓝SL03,16.89,69.99,226,13,86,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
太原,3355,沃尔沃XC40,26.48,35.48,227,13,354,沃尔沃,沃尔沃亚太,26.48-35.48万,21.28-31.30万
太原,3334,锐际,16.98,21.88,228,13,558,福特,长安福特,16.98-21.88万,14.98-19.88万
太原,2928,缤瑞,7.98,10.98,229,13,692,吉利汽车,吉利汽车,7.98-10.98万,7.38-10.98万
太原,122,宝马7系,82.8,261.2,230,13,224,宝马,宝马(进口),82.80-261.20万,74.80-253.20万
太原,4585,东风本田M-NV,14.98,15.98,231,12,17,思铭,东风本田,14.98-15.98万,11.18-12.18万
太原,4538,宝马iX3,39.99,43.99,232,12,251,宝马,华晨宝马,39.99-43.99万,34.99-43.89万
太原,4520,长安欧尚科尚EV,16.68,16.68,233,12,2,长安欧尚,长安汽车,16.68万,16.68万
太原,4380,几何C,12.98,20.78,234,12,120,几何汽车,几何汽车,12.98-20.78万,12.98-20.78万
太原,1636,丰田C-HR,14.18,19.08,235,12,417,丰田,广汽丰田,14.18-19.08万,12.18-17.08万
太原,1279,沃尔沃S60,29.69,38.49,236,12,950,沃尔沃,沃尔沃亚太,29.69-38.49万,23.69-32.79万
太原,147,宝马5系PHEV,49.99,53.69,237,12,221,宝马,华晨宝马,49.99-53.69万,46.49-53.59万
太原,5827,五菱佳辰,6.88,9.98,238,11,26,五菱汽车,上汽通用五菱,6.88-9.98万,6.88-9.98万
太原,5251,哈弗神兽,13,16.7,239,11,213,哈弗,长城汽车,13.00-16.70万,12.70-16.56万
太原,5093,宝骏KiWi EV,7.78,10.28,240,11,104,宝骏,上汽通用五菱,7.78-10.28万,7.38-9.88万
太原,5000,帝豪S,8.49,10.89,241,11,225,吉利汽车,吉利汽车,8.49-10.89万,8.09-10.49万
太原,4787,影豹,9.83,13.68,242,11,613,广汽传祺,广汽乘用车,9.83-13.68万,9.83-13.68万
太原,2984,上汽大通MAXUS G50,8.78,16.58,243,11,65,上汽大通MAXUS,上汽大通,8.78-16.58万,8.38-16.18万
太原,2827,奕泽IZOA,14.98,18.98,244,11,287,丰田,一汽丰田,14.98-18.98万,12.98-16.98万
太原,1793,菱智M5 EV,14.99,17.39,245,11,6,东风风行,东风风行,14.99-17.39万,14.99-17.39万
太原,1357,创酷,10.99,12.89,246,11,177,雪佛兰,上汽通用雪佛兰,10.99-12.89万,10.69-12.59万
太原,1182,荣威RX5,9.33,15.59,247,11,733,荣威,上汽集团,9.33-15.59万,8.83-15.59万
太原,1092,瑞虎3x,4.99,6.99,248,11,125,奇瑞,奇瑞汽车,4.99-6.99万,4.89-6.89万
太原,891,雷克萨斯NX,31.88,54.88,249,11,226,雷克萨斯,雷克萨斯,31.88-54.88万,31.88-54.88万
太原,110,宝骏510,5.38,8.08,250,11,316,宝骏,上汽通用五菱,5.38-8.08万,5.38-8.08万
太原,82,奥迪A8,82.98,197.18,251,11,180,奥迪,奥迪(进口),82.98-197.18万,73.01-195.47万
唐山,5008,海豚,10.28,13.08,1,402,347,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
唐山,1145,轩逸,9.98,17.49,2,299,1611,日产,东风日产,9.98-17.49万,7.18-15.69万
唐山,4499,五菱宏光MINIEV,3.28,9.99,3,271,507,五菱汽车,上汽通用五菱,3.28-9.99万,3.18-9.99万
唐山,4865,宋PLUS DM-i,15.28,21.68,4,263,1974,比亚迪,比亚迪,15.28-21.68万,15.28-21.68万
唐山,393,朗逸,12.09,15.09,5,229,1214,大众,上汽大众,12.09-15.09万,10.59-13.59万
唐山,409,宝来,9.88,15.7,6,224,1036,大众,一汽-大众,9.88-15.70万,6.68-13.29万
唐山,1150,逍客,15.49,18.89,7,180,642,日产,东风日产,15.49-18.89万,12.09-15.49万
唐山,649,哈弗H6,9.89,15.7,8,161,1951,哈弗,长城汽车,9.89-15.70万,9.19-15.10万
唐山,535,凯美瑞,17.98,26.98,9,158,1813,丰田,广汽丰田,17.98-26.98万,16.28-24.98万
唐山,394,桑塔纳,8.79,11.28,10,147,313,大众,上汽大众,8.79-11.28万,5.99-8.48万
唐山,280,本田CR-V,16.98,27.68,11,137,1031,本田,东风本田,16.98-27.68万,15.98-25.48万
唐山,1147,天籁,17.98,26.98,12,136,1760,日产,东风日产,17.98-26.98万,14.50-22.78万
唐山,4629,哪吒V,7.99,12.38,13,129,207,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
唐山,4563,哈弗大狗,11.99,16.79,14,122,1093,哈弗,长城汽车,11.99-16.79万,11.49-16.78万
唐山,546,RAV4荣放,17.58,26.08,15,118,944,丰田,一汽丰田,17.58-26.08万,16.78-23.88万
唐山,1310,伊兰特,9.98,14.18,16,117,799,现代,北京现代,9.98-14.18万,7.78-11.98万
唐山,534,雷凌,11.18,15.28,17,110,1321,丰田,广汽丰田,11.18-15.28万,8.10-12.80万
唐山,1323,现代ix35,12.98,15.58,18,104,428,现代,北京现代,12.98-15.58万,10.38-12.98万
唐山,888,雷克萨斯ES,29.49,48.89,19,102,736,雷克萨斯,雷克萨斯,29.49-48.89万,29.49-48.89万
唐山,542,卡罗拉,10.98,15.98,20,100,1157,丰田,一汽丰田,10.98-15.98万,8.18-13.88万
唐山,353,别克GL8,23.29,53.39,21,96,350,别克,上汽通用别克,23.29-53.39万,22.69-53.38万
唐山,289,雅阁,16.98,25.98,22,96,2059,本田,广汽本田,16.98-25.98万,15.18-23.98万
唐山,533,YARiS L 致炫,8.58,10.38,23,94,274,丰田,广汽丰田,8.58-10.38万,8.08-9.88万
唐山,5248,元PLUS,13.78,16.58,24,92,348,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
唐山,1594,哈弗M6,7.19,9.29,25,92,413,哈弗,长城汽车,7.19-9.29万,6.69-8.79万
唐山,344,英朗,11.99,12.59,26,91,1360,别克,上汽通用别克,11.99-12.59万,7.49-8.09万
唐山,4615,坦克300,19.88,28,27,90,536,坦克,长城汽车,19.88-28.00万,19.88-28.00万
唐山,4079,皓影,16.98,25.28,28,88,648,本田,广汽本田,16.98-25.28万,14.58-22.48万
唐山,4802,秦PLUS DM-i,11.18,16.58,29,86,1656,比亚迪,比亚迪,11.18-16.58万,11.18-16.58万
唐山,398,帕萨特,18.19,25.29,30,85,1176,大众,上汽大众,18.19-25.29万,16.59-23.69万
唐山,4172,威兰达,17.18,24.88,31,84,500,丰田,广汽丰田,17.18-24.88万,15.18-22.88万
唐山,1290,五菱宏光,4.6,5.99,32,79,217,五菱汽车,上汽通用五菱,4.60-5.99万,4.30-5.79万
唐山,5382,卡罗拉锐放,12.98,16.98,33,76,89,丰田,一汽丰田,12.98-16.98万,11.98-15.98万
唐山,414,速腾,12.79,17.29,34,75,1658,大众,一汽-大众,12.79-17.29万,10.29-15.89万
唐山,1760,荣威Ei5,14.48,15.88,35,73,31,荣威,上汽集团,14.48-15.88万,14.18-15.58万
唐山,3068,亚洲龙,19.98,27.98,36,72,1057,丰田,一汽丰田,19.98-27.98万,17.38-25.38万
唐山,5223,赛那,30.98,40.58,37,69,102,丰田,广汽丰田,30.98-40.58万,30.98-40.58万
唐山,1322,途胜,16.18,22.58,38,68,398,现代,北京现代,16.18-22.58万,12.78-19.18万
唐山,5369,锋兰达,12.58,16.98,39,67,104,丰田,广汽丰田,12.58-16.98万,11.98-16.38万
唐山,1151,奇骏,17.99,26.29,40,67,682,日产,东风日产,17.99-26.29万,15.69-23.99万
唐山,5037,五菱星辰,6.98,10.98,41,66,185,五菱汽车,上汽通用五菱,6.98-10.98万,6.78-10.78万
唐山,4228,汉DM,21.58,31.98,42,66,1050,比亚迪,比亚迪,21.58-31.98万,21.58-31.98万
唐山,276,思域,12.99,18.79,43,66,1788,本田,东风本田,12.99-18.79万,12.39-18.79万
唐山,99,奥迪A6L,41.98,65.68,44,66,1133,奥迪,一汽-大众奥迪,41.98-65.68万,36.98-60.68万
唐山,3049,秦Pro EV,14.99,20.49,45,64,29,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
唐山,415,迈腾,18.69,30.99,46,64,1058,大众,一汽-大众,18.69-30.99万,15.69-27.99万
唐山,311,唐DM,20.58,32.98,47,63,1054,比亚迪,比亚迪,20.58-32.98万,20.58-32.98万
唐山,1199,欧蓝德,15.98,22.58,48,62,364,三菱,广汽三菱,15.98-22.58万,13.98-20.58万
唐山,5217,大众ID.3,14.9888,18.5288,49,61,180,大众,上汽大众,14.9888-18.5288万,14.19-17.73万
唐山,4223,长安CS55 PLUS,9.29,12.59,50,61,757,长安,长安汽车,9.29-12.59万,8.49-12.59万
唐山,1311,悦动,8.49,11.59,51,58,205,现代,北京现代,8.49-11.59万,7.69-10.79万
唐山,538,威驰,7.38,9.48,52,58,266,丰田,一汽丰田,7.38-9.48万,5.98-8.08万
唐山,214,奔驰E级,43.68,55.6,53,56,870,奔驰,北京奔驰,43.68-55.60万,39.50-51.92万
唐山,3196,长安CS75 PLUS,11.79,15.49,54,55,1376,长安,长安汽车,11.79-15.49万,11.29-15.49万
唐山,2836,途岳,15.86,21.66,55,55,528,大众,上汽大众,15.86-21.66万,12.76-18.56万
唐山,352,昂科威,20.99,30.99,56,55,1149,别克,上汽通用别克,20.99-30.99万,16.99-26.99万
唐山,4311,炫界,5.39,12.98,57,53,169,凯翼,凯翼汽车,5.39-12.98万,4.89-12.68万
唐山,4258,ID.4 X,18.9288,28.6288,58,53,284,大众,上汽大众,18.9288-28.6288万,18.13-27.63万
唐山,3101,AION S,13.98,19.16,59,53,185,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
唐山,345,威朗,12.99,15.89,60,53,923,别克,上汽通用别克,12.99-15.89万,8.99-11.89万
唐山,145,宝马3系,29.39,40.99,61,53,2052,宝马,华晨宝马,29.39-40.99万,26.74-39.98万
唐山,3159,红旗HS5,18.38,24.98,62,52,1157,红旗,一汽红旗,18.38-24.98万,18.38-24.98万
唐山,536,汉兰达,26.88,34.88,63,52,671,丰田,广汽丰田,26.88-34.88万,26.88-34.88万
唐山,5290,驱逐舰 05,11.98,15.58,64,49,327,比亚迪,比亚迪,11.98-15.58万,11.98-15.58万
唐山,315,宋DM,17.69,28,65,49,36,比亚迪,比亚迪,17.69-28.00万,
唐山,5827,五菱佳辰,6.88,9.98,66,47,26,五菱汽车,上汽通用五菱,6.88-9.98万,6.78-9.88万
唐山,1794,传祺M8,17.98,36.98,67,47,274,广汽传祺,广汽乘用车,17.98-36.98万,17.98-36.98万
唐山,96,奥迪A4L,32.18,39.68,68,47,1850,奥迪,一汽-大众奥迪,32.18-39.68万,26.68-34.18万
唐山,5859,长安Lumin,4.89,6.39,69,46,41,长安,长安汽车,4.89-6.39万,4.88-6.38万
唐山,1101,小蚂蚁,7.39,9.4,70,45,193,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
唐山,146,宝马5系,43.39,55.19,71,45,1274,宝马,华晨宝马,43.39-55.19万,37.32-49.67万
唐山,4532,长安欧尚X5,6.99,10.99,72,42,670,长安欧尚,长安汽车,6.99-10.99万,6.89-10.29万
唐山,292,冠道,22.48,33.28,73,42,424,本田,广汽本田,22.48-33.28万,19.48-30.28万
唐山,2916,奥迪Q5L,39.68,48.88,74,41,929,奥迪,一汽-大众奥迪,39.68-48.88万,33.68-42.88万
唐山,733,帝豪,6.99,12.98,75,41,1148,吉利汽车,吉利汽车,6.99-12.98万,6.79-12.98万
唐山,4300,汉EV,21.48,32.98,76,40,1057,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
唐山,616,传祺GS4,8.98,13.18,77,40,582,广汽传祺,广汽乘用车,8.98-13.18万,8.08-12.38万
唐山,282,艾力绅,27.98,33.18,78,40,452,本田,东风本田,27.98-33.18万,26.98-32.18万
唐山,617,传祺GS8,18.68,26.98,79,39,475,广汽传祺,广汽乘用车,18.68-26.98万,18.68-26.98万
唐山,288,缤智,12.78,17.68,80,38,517,本田,广汽本田,12.78-17.68万,9.58-14.48万
唐山,1455,逸动,7.29,10.39,81,37,1583,长安,长安汽车,7.29-10.39万,6.49-9.79万
唐山,404,途观L,19.9,28.38,82,37,697,大众,上汽大众,19.90-28.38万,17.90-25.88万
唐山,148,宝马X1,27.98,33.98,83,37,535,宝马,华晨宝马,27.98-33.98万,19.31-25.82万
唐山,2975,缤越,7.58,11.98,84,36,790,吉利汽车,吉利汽车,7.58-11.98万,7.28-11.98万
唐山,1081,艾瑞泽5,5.99,8.58,85,36,397,奇瑞,奇瑞汽车,5.99-8.58万,5.79-8.58万
唐山,5439,长安欧尚Z6,9.99,12.99,86,35,109,长安欧尚,长安汽车,9.99-12.99万,9.98-12.98万
唐山,5257,QQ冰淇淋,3.99,5.752,87,35,54,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
唐山,5579,海豹,20.98,28.68,88,34,43,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
唐山,5273,宝马X5,60.5,77.5,89,33,64,宝马,华晨宝马,60.50-77.50万,60.40-77.40万
唐山,4814,AION Y,13.76,18.98,90,33,317,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
唐山,4635,欧拉好猫,12.99,17.1,91,33,240,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
唐山,2832,传祺M6,10.98,15.98,92,33,245,广汽传祺,广汽乘用车,10.98-15.98万,10.68-15.68万
唐山,216,奔驰GLC,40.63,47.68,93,33,686,奔驰,北京奔驰,40.63-47.68万,35.45-42.50万
唐山,212,奔驰C级,32.52,37.73,94,33,1052,奔驰,北京奔驰,32.52-37.73万,29.34-34.55万
唐山,4857,星越L,13.72,18.52,95,31,1734,吉利汽车,吉利汽车,13.72-18.52万,13.52-18.37万
唐山,283,飞度,8.18,10.88,96,31,699,本田,广汽本田,8.18-10.88万,6.88-9.58万
唐山,5227,理想L9,45.98,45.98,97,29,31,理想汽车,理想汽车,45.98万,45.98万
唐山,5153,启辰大V,9.98,13.08,98,29,106,启辰,东风日产启辰,9.98-13.08万,9.48-12.58万
唐山,4416,奔奔E-Star,2.98,7.48,99,29,217,长安,长安汽车,2.98-7.48万,
唐山,2875,英仕派,17.99,25.59,100,29,918,本田,东风本田,17.99-25.59万,15.89-23.29万
唐山,2812,宝马X3,39.69,47.98,101,29,952,宝马,华晨宝马,39.69-47.98万,35.32-42.70万
唐山,1143,骐达TIIDA,9.99,13.59,102,29,288,日产,东风日产,9.99-13.59万,7.99-11.59万
唐山,3981,冒险家,24.68,34.58,103,28,804,林肯,长安林肯,24.68-34.58万,23.68-33.58万
唐山,3928,奔驰GLB,29.59,36.48,104,28,408,奔驰,北京奔驰,29.59-36.48万,23.81-30.70万
唐山,3275,哪吒U,12.98,19.98,105,28,164,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
唐山,894,雷克萨斯RX,40.5,80.1,106,28,216,雷克萨斯,雷克萨斯,40.50-80.10万,40.50-80.10万
唐山,4540,宋PLUS EV,18.08,19.78,107,27,253,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
唐山,1621,传祺GS3,8.48,10.28,108,27,180,广汽传祺,广汽乘用车,8.48-10.28万,8.18-9.98万
唐山,4986,凌放HARRIER,21.18,29.78,109,26,86,丰田,一汽丰田,21.18-29.78万,19.18-27.68万
唐山,1738,瑞虎5x,6.99,10.09,110,26,285,奇瑞,奇瑞汽车,6.99-10.09万,5.99-9.99万
唐山,1123,智跑,13.98,15.78,111,26,327,起亚,起亚,13.98-15.78万,12.98-14.78万
唐山,100,奥迪Q3,27.88,32.36,112,26,522,奥迪,一汽-大众奥迪,27.88-32.36万,22.38-26.86万
唐山,3041,荣威i5,6.79,9.99,113,25,545,荣威,上汽集团,6.79-9.99万,5.99-9.19万
唐山,1282,沃尔沃XC60,37.39,47.49,114,25,1043,沃尔沃,沃尔沃亚太,37.39-47.49万,29.59-39.69万
唐山,741,博越,9.18,14.28,115,25,1087,吉利汽车,吉利汽车,9.18-14.28万,7.48-12.88万
唐山,291,奥德赛,23.58,35.48,116,25,323,本田,广汽本田,23.58-35.48万,22.58-34.48万
唐山,4819,思皓E10X,6.99,8.09,117,24,43,思皓,江汽集团,6.99-8.09万,6.99-8.09万
唐山,4787,影豹,9.83,13.68,118,24,613,广汽传祺,广汽乘用车,9.83-13.68万,9.83-13.68万
唐山,1292,五菱之光,3.51,3.66,119,24,45,五菱汽车,上汽通用五菱,3.51-3.66万,3.41-3.56万
唐山,4840,皇冠陆放,27.58,35.28,120,23,220,丰田,一汽丰田,27.58-35.28万,27.58-35.28万
唐山,3052,长安CS35 PLUS,6.99,10.99,121,23,400,长安,长安汽车,6.99-10.99万,6.29-10.29万
唐山,2794,瑞虎8,9.58,16.8888,122,22,1012,奇瑞,奇瑞汽车,9.58-16.8888万,8.48-15.99万
唐山,1977,T-ROC探歌,15.89,17.79,123,22,437,大众,一汽-大众,15.89-17.79万,12.39-14.29万
唐山,279,本田XR-V,12.79,17.59,124,22,564,本田,东风本田,12.79-17.59万,11.09-15.89万
唐山,5520,瑞虎8 PRO,12.69,17.19,125,21,164,奇瑞,奇瑞汽车,12.69-17.19万,11.99-16.49万
唐山,5340,型格,12.99,16.69,126,21,344,本田,广汽本田,12.99-16.69万,11.49-15.19万
唐山,5288,长安UNI-V,10.89,13.99,127,21,842,长安,长安汽车,10.89-13.99万,10.89-13.99万
唐山,2890,奕跑,6.98,8.38,128,21,64,起亚,起亚,6.98-8.38万,6.68-8.08万
唐山,1281,沃尔沃S90,40.69,50.59,129,21,762,沃尔沃,沃尔沃亚太,40.69-50.59万,32.99-42.89万
唐山,614,传祺GS5,10.98,22.98,130,21,120,广汽传祺,广汽乘用车,10.98-22.98万,
唐山,5343,问界M5,25.98,33.18,131,20,271,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
唐山,5238,坦克500,33.5,39.5,132,20,82,坦克,长城汽车,33.50-39.50万,33.50-39.50万
唐山,5034,库斯途,16.98,21.88,133,20,156,现代,北京现代,16.98-21.88万,14.88-19.78万
唐山,224,奔驰S级,94.68,183.88,134,19,243,奔驰,奔驰(进口),94.68-183.88万,87.00-176.20万
唐山,4080,昂科旗,29.99,35.99,135,18,434,别克,上汽通用别克,29.99-35.99万,24.49-30.49万
唐山,3171,捷达VS5,8.68,11.58,136,18,407,捷达,一汽-大众捷达,8.68-11.58万,8.68-11.58万
唐山,3094,科鲁泽,9.49,12.29,137,18,994,雪佛兰,上汽通用雪佛兰,9.49-12.29万,7.19-9.39万
唐山,3059,理想ONE,34.98,34.98,138,18,501,理想汽车,理想汽车,34.98万,34.98万
唐山,410,高尔夫,12.98,22.98,139,18,887,大众,一汽-大众,12.98-22.98万,11.98-21.98万
唐山,5817,几何E,8.68,10.38,140,17,35,几何汽车,几何汽车,8.68-10.38万,8.68-10.38万
唐山,4663,本田LIFE,9.78,11.28,141,17,184,本田,东风本田,9.78-11.28万,8.68-10.18万
唐山,4363,Model Y,31.69,41.79,142,17,761,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
唐山,1094,瑞虎7,8.69,11.29,143,17,544,奇瑞,奇瑞汽车,8.69-11.29万,8.49-11.09万
唐山,1092,瑞虎3x,4.99,6.99,144,17,125,奇瑞,奇瑞汽车,4.99-6.99万,4.89-6.89万
唐山,5339,威飒,21.68,30.38,145,16,46,丰田,广汽丰田,21.68-30.38万,19.68-28.38万
唐山,2963,奥迪Q2L,22.88,26.88,146,16,293,奥迪,一汽-大众奥迪,22.88-26.88万,17.88-21.88万
唐山,2913,奔驰A级,21.48,26.48,147,16,421,奔驰,北京奔驰,21.48-26.48万,15.80-20.80万
唐山,2835,探岳,20.49,26.49,148,16,715,大众,一汽-大众,20.49-26.49万,16.29-22.99万
唐山,405,途昂,29.5,40.5,149,16,391,大众,上汽大众,29.50-40.50万,27.50-38.50万
