城市名,类型,车系id,车系名称,最低价,最高价,排名,本地销量,评论数,降价,品牌名称,子品牌名称,价格区间,经销商价格
铜陵,纯电动,5008,海豚,10.28,13.08,1,54,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
铜陵,纯电动,1101,小蚂蚁,7.39,9.4,2,31,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
铜陵,纯电动,4499,五菱宏光MINIEV,3.28,9.99,3,20,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
铜陵,纯电动,5257,QQ冰淇淋,3.99,5.752,4,19,53,0,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
铜陵,纯电动,5248,元PLUS,13.78,16.58,5,17,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
铜陵,纯电动,5859,长安Lumin,4.89,6.39,6,14,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
铜陵,纯电动,4635,欧拉好猫,12.99,17.1,7,13,240,0,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
铜仁,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,84,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
铜仁,纯电动,1820,秦EV,12.99,16.98,2,27,34,0,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
铜仁,纯电动,5859,长安Lumin,4.89,6.39,3,22,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
铜仁,纯电动,5008,海豚,10.28,13.08,4,21,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
铜仁,纯电动,4300,汉EV,21.48,32.98,5,18,1057,0,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
铜仁,纯电动,735,帝豪EV,13.68,15.58,6,18,24,0,几何汽车,几何汽车,13.68-15.58万,13.68-15.58万
铜仁,纯电动,3049,秦Pro EV,14.99,20.49,7,17,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
铜仁,纯电动,3157,几何A,12.68,20.78,8,11,160,0,几何汽车,几何汽车,12.68-20.78万,12.68-20.78万
渭南,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,108,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
渭南,纯电动,5008,海豚,10.28,13.08,2,26,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
渭南,纯电动,5257,QQ冰淇淋,3.99,5.752,3,22,53,0,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
渭南,纯电动,5859,长安Lumin,4.89,6.39,4,21,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
渭南,纯电动,5092,红旗E-QM5,12.28,20.78,5,15,17,0,红旗,一汽红旗,12.28-20.78万,12.27-20.77万
渭南,纯电动,4731,零跑C11,17.98,23.98,6,11,333,0,零跑汽车,零跑汽车,17.98-23.98万,17.88-23.98万
渭南,纯电动,1101,小蚂蚁,7.39,9.4,7,11,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,6.89-8.90万
潍坊,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,387,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
潍坊,纯电动,4363,Model Y,31.69,41.79,2,356,760,0,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
潍坊,纯电动,3762,Model 3,29.0988,36.79,3,169,639,0,特斯拉,特斯拉中国,29.0988-36.79万,27.99-36.79万
潍坊,纯电动,5859,长安Lumin,4.89,6.39,4,108,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
潍坊,纯电动,5008,海豚,10.28,13.08,5,108,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
潍坊,纯电动,5248,元PLUS,13.78,16.58,6,104,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
潍坊,纯电动,5257,QQ冰淇淋,3.99,5.752,7,77,53,0,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
潍坊,纯电动,1101,小蚂蚁,7.39,9.4,8,64,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
潍坊,纯电动,4961,ID.6 CROZZ,25.23,33.69,9,47,195,0,大众,一汽-大众,25.23-33.69万,22.23-30.69万
潍坊,纯电动,3049,秦Pro EV,14.99,20.49,10,35,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
潍坊,纯电动,4388,悦虎,7.18,8.28,11,28,5,0,大运,大运汽车,7.18-8.28万,7.18-8.28万
潍坊,纯电动,1820,秦EV,12.99,16.98,12,28,34,0,比亚迪,比亚迪,12.99-16.98万,12.49-16.98万
潍坊,纯电动,4540,宋PLUS EV,18.08,19.78,13,26,253,0,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
潍坊,纯电动,4300,汉EV,21.48,32.98,14,24,1057,0,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
潍坊,纯电动,4629,哪吒V,7.99,12.38,15,22,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
潍坊,纯电动,5089,合创Z03,13.28,17.88,16,18,51,0,合创汽车,合创汽车,13.28-17.88万,13.28-17.88万
潍坊,纯电动,4689,芒果,4.69,7.39,17,18,13,0,雷丁,雷丁,4.69-7.39万,4.69-7.39万
潍坊,纯电动,4819,思皓E10X,6.99,8.09,18,16,43,0,思皓,江汽集团,6.99-8.09万,6.99-8.09万
潍坊,纯电动,3157,几何A,12.68,20.78,19,16,160,0,几何汽车,几何汽车,12.68-20.78万,12.58-20.68万
潍坊,纯电动,5579,海豹,20.98,28.68,20,15,43,0,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
潍坊,纯电动,4224,风光E1,6.78,7.38,21,15,1,0,东风风光,东风小康,6.78-7.38万,6.78-7.38万
潍坊,纯电动,5343,问界M5,25.98,33.18,22,14,271,0,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
潍坊,纯电动,4635,欧拉好猫,12.99,17.1,23,14,240,0,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
潍坊,纯电动,3710,科莱威CLEVER,5.9999,5.9999,24,14,66,0,荣威,上汽集团,5.9999万,6.00万
潍坊,纯电动,3101,AION S,13.98,19.16,25,14,185,0,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
潍坊,纯电动,4814,AION Y,13.76,18.98,26,12,317,0,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
潍坊,纯电动,3478,蔚来ET7,45.8,53.6,27,12,70,0,蔚来,蔚来,45.80-53.60万,45.80-53.60万
潍坊,纯电动,1655,东风风神E70,14.28,15.38,28,12,16,0,东风风神,东风乘用车,14.28-15.38万,14.18-14.98万
潍坊,纯电动,5093,宝骏KiWi EV,7.78,10.28,29,11,104,0,宝骏,上汽通用五菱,7.78-10.28万,7.78-10.28万
潍坊,纯电动,5015,ZEEKR 001,29.9,38.6,30,11,686,0,极氪,极氪,29.90-38.60万,29.90-38.60万
潍坊,纯电动,4586,ID.4 CROZZ,18.73,28.73,31,11,347,0,大众,一汽-大众,18.73-28.73万,15.73-25.73万
威海,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,59,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
威海,纯电动,5008,海豚,10.28,13.08,2,49,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
威海,纯电动,4649,思皓E50A,14.59,18.98,3,33,6,0,思皓,江汽集团,14.59-18.98万,14.59-18.98万
威海,纯电动,3101,AION S,13.98,19.16,4,33,185,0,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
威海,纯电动,4814,AION Y,13.76,18.98,5,30,317,0,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
威海,纯电动,3049,秦Pro EV,14.99,20.49,6,27,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
威海,纯电动,5859,长安Lumin,4.89,6.39,7,20,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
威海,纯电动,4629,哪吒V,7.99,12.38,8,19,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
威海,纯电动,5248,元PLUS,13.78,16.58,9,18,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
威海,纯电动,4300,汉EV,21.48,32.98,10,18,1057,0,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
威海,纯电动,3351,启辰D60 EV,12.98,17.88,11,17,10,0,启辰,东风日产启辰,12.98-17.88万,12.98-15.38万
威海,纯电动,1655,东风风神E70,14.28,15.38,12,12,16,0,东风风神,东风乘用车,14.28-15.38万,13.88-14.98万
威海,纯电动,4540,宋PLUS EV,18.08,19.78,13,11,253,0,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
武汉,纯电动,4363,Model Y,31.69,41.79,1,1138,760,0,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
武汉,纯电动,4499,五菱宏光MINIEV,3.28,9.99,2,845,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
武汉,纯电动,1655,东风风神E70,14.28,15.38,3,776,16,0,东风风神,东风乘用车,14.28-15.38万,13.28-14.98万
武汉,纯电动,3762,Model 3,29.0988,36.79,4,724,639,0,特斯拉,特斯拉中国,29.0988-36.79万,27.99-36.79万
武汉,纯电动,5008,海豚,10.28,13.08,5,531,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
武汉,纯电动,5248,元PLUS,13.78,16.58,6,268,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
武汉,纯电动,5015,ZEEKR 001,29.9,38.6,7,268,686,0,极氪,极氪,29.90-38.60万,29.90-38.60万
武汉,纯电动,5579,海豹,20.98,28.68,8,169,43,0,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
武汉,纯电动,3049,秦Pro EV,14.99,20.49,9,153,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
武汉,纯电动,3352,小鹏P7,23.99,42.99,10,148,695,0,小鹏汽车,小鹏汽车,23.99-42.99万,23.99-42.99万
武汉,纯电动,4629,哪吒V,7.99,12.38,11,143,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
武汉,纯电动,5343,问界M5,25.98,33.18,12,129,271,0,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
武汉,纯电动,4300,汉EV,21.48,32.98,13,123,1057,0,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
武汉,纯电动,5306,长安深蓝SL03,16.89,69.99,14,118,84,0,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
武汉,纯电动,4224,风光E1,6.78,7.38,15,104,1,0,东风风光,东风小康,6.78-7.38万,6.78-7.38万
武汉,纯电动,3359,微蓝6,17.79,19.69,16,102,82,0,别克,上汽通用别克,17.79-19.69万,12.27-19.39万
武汉,纯电动,4814,AION Y,13.76,18.98,17,94,317,0,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
武汉,纯电动,4586,ID.4 CROZZ,18.73,28.73,18,86,347,0,大众,一汽-大众,18.73-28.73万,18.73-28.73万
武汉,纯电动,5004,小鹏P5,17.79,24.99,19,85,279,0,小鹏汽车,小鹏汽车,17.79-24.99万,17.79-24.99万
武汉,纯电动,5859,长安Lumin,4.89,6.39,20,84,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
武汉,纯电动,4760,岚图FREE,31.36,41.99,21,82,337,0,岚图,岚图汽车,31.36-41.99万,31.36-41.99万
武汉,纯电动,3275,哪吒U,12.98,19.98,22,81,164,0,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
武汉,纯电动,4731,零跑C11,17.98,23.98,23,77,333,0,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
武汉,纯电动,1820,秦EV,12.99,16.98,24,75,34,0,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
武汉,纯电动,3478,蔚来ET7,45.8,53.6,25,69,70,0,蔚来,蔚来,45.80-53.60万,45.80-53.60万
武汉,纯电动,3101,AION S,13.98,19.16,26,64,185,0,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
武汉,纯电动,1101,小蚂蚁,7.39,9.4,27,59,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.38-9.39万
武汉,纯电动,4272,零跑T03,7.95,9.65,28,58,305,0,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
武汉,纯电动,4540,宋PLUS EV,18.08,19.78,29,56,253,0,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
武汉,纯电动,4961,ID.6 CROZZ,25.23,33.69,30,50,195,0,大众,一汽-大众,25.23-33.69万,25.23-33.69万
武汉,纯电动,5308,阿维塔 11,34.99,60,31,49,13,0,阿维塔,阿维塔科技,34.99-60.00万,34.99-60.00万
武汉,纯电动,3351,启辰D60 EV,12.98,17.88,32,48,10,0,启辰,东风日产启辰,12.98-17.88万,12.98-17.88万
武汉,纯电动,4635,欧拉好猫,12.99,17.1,33,46,240,0,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
武汉,纯电动,5819,蔚来ES7,46.8,54.8,34,45,14,0,蔚来,蔚来,46.80-54.80万,46.80-54.80万
武汉,纯电动,4258,ID.4 X,18.9288,28.6288,35,43,284,0,大众,上汽大众,18.9288-28.6288万,18.93-28.33万
武汉,纯电动,3077,唐EV,27.98,33.98,36,39,113,0,比亚迪,比亚迪,27.98-33.98万,27.98-33.98万
武汉,纯电动,3157,几何A,12.68,20.78,37,38,160,0,几何汽车,几何汽车,12.68-20.78万,12.68-20.78万
武汉,纯电动,2843,蔚来ES6,38.6,55.4,38,38,505,0,蔚来,蔚来,38.60-55.40万,37.47-54.14万
武汉,纯电动,3398,威马W6,19.18,25.98,39,34,178,0,威马汽车,威马汽车,19.18-25.98万,19.18-25.98万
武汉,纯电动,4861,奔腾NAT,14.78,16.48,40,33,3,0,奔腾,一汽奔腾,14.78-16.48万,12.78-14.48万
武汉,纯电动,4538,宝马iX3,39.99,43.99,41,33,251,0,宝马,华晨宝马,39.99-43.99万,36.89-40.89万
武汉,纯电动,5217,大众ID.3,14.9888,18.5288,42,32,180,0,大众,上汽大众,14.9888-18.5288万,14.99-18.23万
武汉,纯电动,5152,威马E.5,16.01,19.01,43,32,50,0,威马汽车,威马汽车,16.01-19.01万,16.01-19.01万
武汉,纯电动,5580,富康ES600,15.38,15.38,44,31,3,0,东风富康,神龙汽车,15.38万,15.38万
武汉,纯电动,5257,QQ冰淇淋,3.99,5.752,45,31,53,0,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
武汉,纯电动,5093,宝骏KiWi EV,7.78,10.28,46,31,104,0,宝骏,上汽通用五菱,7.78-10.28万,7.78-10.28万
武汉,纯电动,2819,小鹏G3,16.89,20.19,47,31,185,0,小鹏汽车,小鹏汽车,16.89-20.19万,16.89-20.19万
武汉,纯电动,4426,AION V,18.76,26.98,48,30,124,0,埃安,广汽埃安新能源,18.76-26.98万,18.76-26.98万
武汉,纯电动,5416,梦想家 EV,36.99,68.99,49,25,14,0,岚图,岚图汽车,36.99-68.99万,36.99-68.99万
武汉,纯电动,5813,奔驰EQE,52.8,58.5,50,21,11,0,奔驰,北京奔驰,52.80-58.50万,52.80-58.50万
武汉,纯电动,5089,合创Z03,13.28,17.88,51,20,51,0,合创汽车,合创汽车,13.28-17.88万,13.28-17.88万
武汉,纯电动,4894,ID.6 X,25.3288,33.8888,52,17,111,0,大众,上汽大众,25.3288-33.8888万,24.83-33.89万
武汉,纯电动,5322,smart精灵#1,19.42,27.9,53,15,22,0,smart,smart,19.42-27.90万,19.42-27.90万
武汉,纯电动,1810,风行S50 EV,13.19,15.99,54,14,17,0,东风风行,东风风行,13.19-15.99万,13.19-15.99万
武汉,纯电动,1729,奔驰EQA,32.18,36.58,55,14,35,0,奔驰,北京奔驰,32.18-36.58万,30.18-34.58万
武汉,纯电动,4081,雪佛兰畅巡,15.99,18.73,56,13,74,0,雪佛兰,上汽通用雪佛兰,15.99-18.73万,14.99-17.99万
武汉,纯电动,5387,本田e:NS1,17.5,21.8,57,12,13,0,本田,东风本田,17.50-21.80万,15.50-19.80万
武汉,纯电动,4357,蔚来EC6,39.6,55.4,58,12,257,0,蔚来,蔚来,39.60-55.40万,38.47-54.14万
武汉,纯电动,4293,小海狮 EV,12.88,12.88,59,11,1,0,SRM鑫源,华晨鑫源新能源,12.88万,12.88万
武汉,纯电动,1616,蔚来ES8,49.6,65.6,60,11,216,0,蔚来,蔚来,49.60-65.60万,48.47-64.34万
无锡,纯电动,5850,骏行,15.98,15.98,1,1168,0,0,国金汽车,国金汽车,15.98万,15.98万
无锡,纯电动,4363,Model Y,31.69,41.79,2,940,760,0,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
无锡,纯电动,3762,Model 3,29.0988,36.79,3,788,639,0,特斯拉,特斯拉中国,29.0988-36.79万,27.99-36.79万
无锡,纯电动,5008,海豚,10.28,13.08,4,452,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
无锡,纯电动,4499,五菱宏光MINIEV,3.28,9.99,5,344,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
无锡,纯电动,5015,ZEEKR 001,29.9,38.6,6,209,686,0,极氪,极氪,29.90-38.60万,29.90-38.60万
无锡,纯电动,4629,哪吒V,7.99,12.38,7,186,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
无锡,纯电动,5248,元PLUS,13.78,16.58,8,174,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
无锡,纯电动,2843,蔚来ES6,38.6,55.4,9,165,505,0,蔚来,蔚来,38.60-55.40万,37.47-54.14万
无锡,纯电动,3352,小鹏P7,23.99,42.99,10,160,695,0,小鹏汽车,小鹏汽车,23.99-42.99万,23.99-42.99万
无锡,纯电动,5859,长安Lumin,4.89,6.39,11,149,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
无锡,纯电动,4300,汉EV,21.48,32.98,12,142,1057,0,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
无锡,纯电动,4731,零跑C11,17.98,23.98,13,129,333,0,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
无锡,纯电动,5306,长安深蓝SL03,16.89,69.99,14,118,84,0,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
无锡,纯电动,4635,欧拉好猫,12.99,17.1,15,109,240,0,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
无锡,纯电动,4272,零跑T03,7.95,9.65,16,108,305,0,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
无锡,纯电动,1101,小蚂蚁,7.39,9.4,17,105,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
无锡,纯电动,3478,蔚来ET7,45.8,53.6,18,90,70,0,蔚来,蔚来,45.80-53.60万,45.80-53.60万
无锡,纯电动,5343,问界M5,25.98,33.18,19,85,271,0,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
无锡,纯电动,3049,秦Pro EV,14.99,20.49,20,79,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
无锡,纯电动,5217,大众ID.3,14.9888,18.5288,21,72,180,0,大众,上汽大众,14.9888-18.5288万,14.99-18.23万
无锡,纯电动,5817,几何E,8.68,10.38,22,64,35,0,几何汽车,几何汽车,8.68-10.38万,8.68-10.38万
无锡,纯电动,5004,小鹏P5,17.79,24.99,23,61,279,0,小鹏汽车,小鹏汽车,17.79-24.99万,17.79-24.99万
无锡,纯电动,5579,海豹,20.98,28.68,24,60,43,0,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
无锡,纯电动,3101,AION S,13.98,19.16,25,54,185,0,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
无锡,纯电动,5257,QQ冰淇淋,3.99,5.752,26,53,53,0,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
无锡,纯电动,4814,AION Y,13.76,18.98,27,53,317,0,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
无锡,纯电动,4258,ID.4 X,18.9288,28.6288,28,53,284,0,大众,上汽大众,18.9288-28.6288万,18.93-28.33万
无锡,纯电动,3275,哪吒U,12.98,19.98,29,47,164,0,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
无锡,纯电动,1820,秦EV,12.99,16.98,30,45,34,0,比亚迪,比亚迪,12.99-16.98万,12.49-16.98万
无锡,纯电动,2819,小鹏G3,16.89,20.19,31,41,185,0,小鹏汽车,小鹏汽车,16.89-20.19万,16.89-20.19万
无锡,纯电动,3077,唐EV,27.98,33.98,32,40,113,0,比亚迪,比亚迪,27.98-33.98万,27.98-33.98万
无锡,纯电动,4540,宋PLUS EV,18.08,19.78,33,39,253,0,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
无锡,纯电动,4586,ID.4 CROZZ,18.73,28.73,34,38,347,0,大众,一汽-大众,18.73-28.73万,18.73-28.53万
无锡,纯电动,4538,宝马iX3,39.99,43.99,35,37,251,0,宝马,华晨宝马,39.99-43.99万,34.39-43.99万
无锡,纯电动,3157,几何A,12.68,20.78,36,36,160,0,几何汽车,几何汽车,12.68-20.78万,12.38-20.78万
无锡,纯电动,4819,思皓E10X,6.99,8.09,37,34,43,0,思皓,江汽集团,6.99-8.09万,6.99-8.09万
无锡,纯电动,1616,蔚来ES8,49.6,65.6,38,34,216,0,蔚来,蔚来,49.60-65.60万,48.47-64.34万
无锡,纯电动,5819,蔚来ES7,46.8,54.8,39,33,14,0,蔚来,蔚来,46.80-54.80万,46.80-54.80万
无锡,纯电动,4357,蔚来EC6,39.6,55.4,40,32,257,0,蔚来,蔚来,39.60-55.40万,38.47-54.14万
无锡,纯电动,4224,风光E1,6.78,7.38,41,31,1,0,东风风光,东风小康,6.78-7.38万,6.78-7.38万
无锡,纯电动,3359,微蓝6,17.79,19.69,42,30,82,0,别克,上汽通用别克,17.79-19.69万,14.38-19.39万
无锡,纯电动,5092,红旗E-QM5,12.28,20.78,43,27,17,0,红旗,一汽红旗,12.28-20.78万,12.28-20.78万
无锡,纯电动,3710,科莱威CLEVER,5.9999,5.9999,44,26,66,0,荣威,上汽集团,5.9999万,6.00万
无锡,纯电动,4074,北京EU5,12.99,17.19,45,20,19,0,北京汽车,北京汽车,12.99-17.19万,12.99-17.19万
无锡,纯电动,5089,合创Z03,13.28,17.88,46,19,51,0,合创汽车,合创汽车,13.28-17.88万,13.28-17.88万
无锡,纯电动,5322,smart精灵#1,19.42,27.9,47,17,22,0,smart,smart,19.42-27.90万,19.42-27.90万
无锡,纯电动,5093,宝骏KiWi EV,7.78,10.28,48,15,104,0,宝骏,上汽通用五菱,7.78-10.28万,7.78-10.28万
无锡,纯电动,4380,几何C,12.98,20.78,49,15,120,0,几何汽车,几何汽车,12.98-20.78万,12.98-20.78万
无锡,纯电动,5813,奔驰EQE,52.8,58.5,50,13,11,0,奔驰,北京奔驰,52.80-58.50万,52.80-58.50万
无锡,纯电动,4894,ID.6 X,25.3288,33.8888,51,13,111,0,大众,上汽大众,25.3288-33.8888万,24.83-33.89万
无锡,纯电动,4961,ID.6 CROZZ,25.23,33.69,52,12,195,0,大众,一汽-大众,25.23-33.69万,24.52-33.48万
无锡,纯电动,4385,极狐 阿尔法T,21.88,32.53,53,11,113,0,ARCFOX极狐,北汽新能源,21.88-32.53万,21.88-32.53万
温州,纯电动,4363,Model Y,31.69,41.79,1,703,760,0,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
温州,纯电动,3762,Model 3,29.0988,36.79,2,582,639,0,特斯拉,特斯拉中国,29.0988-36.79万,27.99-36.79万
温州,纯电动,5008,海豚,10.28,13.08,3,581,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
温州,纯电动,5015,ZEEKR 001,29.9,38.6,4,382,686,0,极氪,极氪,29.90-38.60万,29.90-38.60万
温州,纯电动,4629,哪吒V,7.99,12.38,5,347,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
温州,纯电动,4499,五菱宏光MINIEV,3.28,9.99,6,275,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
温州,纯电动,4635,欧拉好猫,12.99,17.1,7,241,240,0,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
温州,纯电动,3275,哪吒U,12.98,19.98,8,201,164,0,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
温州,纯电动,5859,长安Lumin,4.89,6.39,9,180,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
温州,纯电动,4731,零跑C11,17.98,23.98,10,172,333,0,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
温州,纯电动,4814,AION Y,13.76,18.98,11,163,317,0,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
温州,纯电动,4272,零跑T03,7.95,9.65,12,162,305,0,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
温州,纯电动,5248,元PLUS,13.78,16.58,13,151,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
温州,纯电动,1820,秦EV,12.99,16.98,14,137,34,0,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
温州,纯电动,5817,几何E,8.68,10.38,15,135,35,0,几何汽车,几何汽车,8.68-10.38万,8.68-10.38万
温州,纯电动,4300,汉EV,21.48,32.98,16,135,1057,0,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
温州,纯电动,5257,QQ冰淇淋,3.99,5.752,17,132,53,0,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
温州,纯电动,3157,几何A,12.68,20.78,18,125,160,0,几何汽车,几何汽车,12.68-20.78万,12.68-20.78万
温州,纯电动,3101,AION S,13.98,19.16,19,110,185,0,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
温州,纯电动,2843,蔚来ES6,38.6,55.4,20,110,505,0,蔚来,蔚来,38.60-55.40万,37.47-54.14万
温州,纯电动,4540,宋PLUS EV,18.08,19.78,21,109,253,0,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
温州,纯电动,1101,小蚂蚁,7.39,9.4,22,100,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
温州,纯电动,5579,海豹,20.98,28.68,23,97,43,0,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
温州,纯电动,4380,几何C,12.98,20.78,24,92,120,0,几何汽车,几何汽车,12.98-20.78万,12.98-20.78万
温州,纯电动,3049,秦Pro EV,14.99,20.49,25,88,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
温州,纯电动,4819,思皓E10X,6.99,8.09,26,77,43,0,思皓,江汽集团,6.99-8.09万,6.99-8.09万
温州,纯电动,3352,小鹏P7,23.99,42.99,27,76,695,0,小鹏汽车,小鹏汽车,23.99-42.99万,23.99-42.99万
温州,纯电动,5152,威马E.5,16.01,19.01,28,67,50,0,威马汽车,威马汽车,16.01-19.01万,16.01-19.01万
温州,纯电动,5819,蔚来ES7,46.8,54.8,29,60,14,0,蔚来,蔚来,46.80-54.80万,46.80-54.80万
温州,纯电动,4426,AION V,18.76,26.98,30,55,124,0,埃安,广汽埃安新能源,18.76-26.98万,18.76-26.98万
温州,纯电动,3478,蔚来ET7,45.8,53.6,31,54,70,0,蔚来,蔚来,45.80-53.60万,45.80-53.60万
温州,纯电动,5217,大众ID.3,14.9888,18.5288,32,51,180,0,大众,上汽大众,14.9888-18.5288万,14.99-18.53万
温州,纯电动,1655,东风风神E70,14.28,15.38,33,51,16,0,东风风神,东风乘用车,14.28-15.38万,14.18-14.98万
温州,纯电动,5093,宝骏KiWi EV,7.78,10.28,34,50,104,0,宝骏,上汽通用五菱,7.78-10.28万,6.98-10.28万
