品牌名称,品牌ID,能源类型,车系名称,车系ID,标签,批发价,报价,官方指导价,是否享受补贴,补贴价,懂车分,车辆照片,dt
长城,8,纯电,风骏7 EV,4139,,暂无报价,25.68-26.68万,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/61541616bc445e94d72af661cacda958~tplv-resize:640:0.png,2023/1/5
东南,77,纯电,SEM DELICA,5994,,24.18-24.88万,暂无报价,24.18万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/4b177d5b60fe052821a25e92279a32eb~tplv-resize:640:0.png,2023/1/5
金龙,140,纯电,龙耀8,4562,,15.97-26.87万,暂无报价,15.97万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/573090d5ab4d8bf95e95a39ddba94321~tplv-resize:640:0.png,2023/1/5
飞碟汽车,404,纯电,缔途EF3,6192,,16.80万,暂无报价,16.80万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/66d1c089873444af98a24a2adbe4c3b9~tplv-resize:640:0.png,2023/1/5
成功汽车,120,纯电,骆驼微卡,6326,全新车系,12.98万,暂无报价,12.98万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-dcdx/39765c5c0fd14781ba76a5106378c3c9~tplv-resize:640:0.png,2023/1/5
SRM鑫源,193,纯电,新海狮EV,1772,,14.48-14.68万,暂无报价,14.48万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/0a74400a76f63118d3640c7b6367eeb0~tplv-resize:640:0.png,2023/1/5
金旅,133,纯电,金旅海狮EV,1838,,12.58-26.98万,暂无报价,12.58万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/beef00009ad3a55bf057~tplv-resize:640:0.png,2023/1/5
东风富康,373,纯电,富康ES500,3076,,14.18万,暂无报价,14.18万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef3000098390fb9d847~tplv-resize:640:0.png,2023/1/5
蔚来,112,纯电,蔚来EVE,2077,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef40000cf3311c0c2d2~tplv-resize:640:0.png,2023/1/5
起亚,13,纯电,Ray EV,2951,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef700006aceda5386ea~tplv-resize:640:0.png,2023/1/5
北汽幻速,94,纯电,北汽幻速S5-EV,2092,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/e2064952667c0bc19132048509065b46~tplv-resize:640:0.png,2023/1/5
smart,48,纯电,smart Vision EQ fortwo,1744,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/mosaic-legacy/bef700002ea9f359c847~tplv-resize:640:0.png,2023/1/5
广汽传祺,40,纯电,Enverge,1948,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/7869e8e2fd66be27546a9a265b9e3121~tplv-resize:640:0.png,2023/1/5
容大智造,244,纯电,迈乔,4171,,8.98万,暂无报价,8.98万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/59834aef05ec32087b60a3406eaf0e5f~tplv-resize:640:0.png,2023/1/5
江淮,32,纯电,江淮iEV7E,1817,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef10000033efa1d5983~tplv-resize:640:0.png,2023/1/5
一汽,67,纯电,佳宝V80 EV,3133,,11.98-13.68万,暂无报价,11.98万,FALSE,暂无报价,0,http://p9-dcd.byteimg.com/img/mosaic-legacy/bef00000866ae7a18838~tplv-resize:640:0.png,2023/1/5
瑞驰,198,纯电,瑞驰EC31,3132,,11.68-14.58万,暂无报价,11.68万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/07d8319ed183c96b0765abd15797b3ef~tplv-resize:640:0.png,2023/1/5
开沃汽车,148,纯电,开沃D07创业者,1921,,10.48-10.88万,暂无报价,10.48万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/76fde65ffaf4b6ad8612df646ff6e004~tplv-resize:640:0.png,2023/1/5
新吉奥汽车,477,纯电,吉奥帅凌,5910,,15.09-15.89万,暂无报价,15.09万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/51ad5683f45b74ba5525546561f652d2~tplv-resize:640:0.png,2023/1/5
东风风神,37,纯电,东风风神AX5 EV,1841,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef500006f62a1208d19~tplv-resize:640:0.png,2023/1/5
恒润汽车,441,纯电,恒润H23,6202,,13.98万,暂无报价,13.98万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/12a5ec9bbbfc4e9ab99355c81263fed3~tplv-resize:640:0.png,2023/1/5
长安凯程,171,纯电,长安星卡EV,3015,,11.98-12.28万,暂无报价,11.98万,TRUE,11.98-12.28万,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef400001d2a41831f3b~tplv-resize:640:0.png,2023/1/5
银隆新能源,302,纯电,银隆5024 EV,3898,,11.00万,暂无报价,11.00万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/b20125736888150ccbae8f560c6e594b~tplv-resize:640:0.png,2023/1/5
宾利,47,纯电,EXP 12 Speed 6e,1998,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p9-dcd.byteimg.com/img/mosaic-legacy/bef700006aa0df09ea45~tplv-resize:640:0.png,2023/1/5
睿蓝汽车,381,纯电,枫叶60s PRO,6177,,13.98万,暂无报价,13.98万,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/tos-cn-i-0000c0030/13e077d770ea463b8e316d39b5cd86b2~tplv-resize:640:0.png,2023/1/5
成功汽车,120,纯电,骆驼,6191,,12.98-13.48万,暂无报价,12.98万,FALSE,暂无报价,0,http://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/93a66f720b4e49158c70d84c38a9cfa4~tplv-resize:640:0.png,2023/1/5
雷丁,282,纯电,芒果MAX,5930,即将上市,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/d24d81bcb860f0afc5c8e101601812e9~tplv-resize:640:0.png,2023/1/5
宾尼法利纳,219,纯电,H2 Speed,2737,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/176750000147bc9e20ae1~tplv-resize:640:0.png,2023/1/5
日产,10,纯电,聆风,1716,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/7c1f9a1b3479068b92de187859767ff4~tplv-resize:640:0.png,2023/1/5
瑞驰,198,纯电,瑞驰EC55,5863,,14.38-14.98万,暂无报价,14.38万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/8fe32e6e097a47598d3b03107a23dccf~tplv-resize:640:0.png,2023/1/5
远程汽车,308,纯电,远程锋锐F3E,5372,,17.58-18.70万,暂无报价,17.58万,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/motor-img/30a4b097eeacd8bbcd8eb555088ffe76~tplv-resize:640:0.png,2023/1/5
奇瑞,18,纯电,奇瑞@ANT,2550,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef600006c0adc640396~tplv-resize:640:0.png,2023/1/5
前途,149,纯电,前途Concept 1,2838,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/17675000068f256077474~tplv-resize:640:0.png,2023/1/5
三菱,26,纯电,e-EVOLUTION,1947,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/2e494e4ec93a3664e5efb6061b3601ef~tplv-resize:640:0.png,2023/1/5
SRM鑫源,193,纯电,小海狮 EV,4293,,13.58万,暂无报价,13.58万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/7df239b6a9abc510dcb8cd2fdcc30692~tplv-resize:640:0.png,2023/1/5
长安欧尚,119,纯电,OSHAN,2895,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef800002be0a365b93e~tplv-resize:640:0.png,2023/1/5
长安跨越,210,纯电,跨越王X3 EV,6244,,17.98-18.68万,暂无报价,17.98万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/ae4a52af0c3a4ce48a166abb5888c562~tplv-resize:640:0.png,2023/1/5
奔驰,3,纯电,奔驰EQC(海外),3011,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef200009811458e92c4~tplv-resize:640:0.png,2023/1/5
北汽制造,78,纯电,北汽小河马,4723,,10.78-11.08万,暂无报价,10.78万,FALSE,暂无报价,0,http://p9-dcd.byteimg.com/img/motor-img/4c379786112490c7a01a77d92e234f85~tplv-resize:640:0.png,2023/1/5
奔驰,3,纯电,EQ Silver Arrow,2998,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef40000f7ded78d36f8~tplv-resize:640:0.png,2023/1/5
DS,55,纯电,E-Tense,2031,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/2f77d90782123569cd87ba1da12d27d7~tplv-resize:640:0.png,2023/1/5
游侠,208,纯电,游侠 X,1935,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/21fc490f1c51b032c315ae39e842519e~tplv-resize:640:0.png,2023/1/5
艾康尼克,178,纯电,艾康尼克七系,2770,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/mosaic-legacy/bef20000cf6c3266bfc5~tplv-resize:640:0.png,2023/1/5
江铃集团新能源,136,纯电,易至EX5,1587,,12.58-13.28万,暂无报价,12.58万,TRUE,12.58-13.28万,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/17675000005bb087cc43b~tplv-resize:640:0.png,2023/1/5
英菲尼迪,29,纯电,Emerg-E,2451,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p9-dcd.byteimg.com/img/motor-img/935bacb657b73baecf6650c6cc8a53a1~tplv-resize:640:0.png,2023/1/5
三菱,26,纯电,三菱i,2299,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p9-dcd.byteimg.com/img/mosaic-legacy/bef50000970dff15a426~tplv-resize:640:0.png,2023/1/5
长安跨越,210,纯电,跨越王X1 EV,5229,,12.88-13.22万,暂无报价,12.88万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/4e0ac710181f921d27eeddbee3b426cd~tplv-resize:640:0.png,2023/1/5
飞碟汽车,404,纯电,飞碟Q2T,4733,,12.80-13.80万,11.28万,12.80万,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/motor-img/e640dd0c4fbc921a9f367fc0cc29e6e4~tplv-resize:640:0.png,2023/1/5
陕汽通家,153,纯电,电牛2号,5465,,11.88万,暂无报价,11.88万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/4da8caa49621e000afd4282f65bd437d~tplv-resize:640:0.png,2023/1/5
刺猬汽车,233,纯电,思迈尔,2839,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef700002cf6e065c05f~tplv-resize:640:0.png,2023/1/5
东风风神,37,纯电,风诺,2129,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef800001b4d5161fc4d~tplv-resize:640:0.png,2023/1/5
金龙,140,纯电,龙耀6,5790,,14.41-14.97万,暂无报价,14.41万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/14ee3d78d3ba94e6432d9be829eceb14~tplv-resize:640:0.png,2023/1/5
奇瑞,18,纯电,奇瑞FV2030,2237,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p9-dcd.byteimg.com/img/mosaic-legacy/bef3000143caca22af05~tplv-resize:640:0.png,2023/1/5
海格,125,纯电,海格H6V,660,,70.80万,暂无报价,70.80万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/9b13000122561857cc77~tplv-resize:640:0.png,2023/1/5
广汽集团,237,纯电,E-more概念车,2878,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/17675000064c57a5573b2~tplv-resize:640:0.png,2023/1/5
雪佛兰,6,纯电,雪佛兰EN-V,2265,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/mosaic-legacy/17675000068eb3a6c78eb~tplv-resize:640:0.png,2023/1/5
日产,10,纯电,日产e-NV200(海外),2713,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef1000088788c12c428~tplv-resize:640:0.png,2023/1/5
北汽新能源,93,纯电,北汽新能源ET400,1967,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef8000066dc7a0e9167~tplv-resize:640:0.png,2023/1/5
拜腾,204,纯电,BYTON M-Byte,1927,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef2000147345dffe60c~tplv-resize:640:0.png,2023/1/5
长安凯程,171,纯电,神骐T10 EV,4221,,15.48-15.98万,暂无报价,15.48万,TRUE,12.88-13.48万,0,http://p1-dcd.byteimg.com/img/motor-img/3ffd7a27a2f63d5b03506eec0c9a237c~tplv-resize:640:0.png,2023/1/5
东风风行,70,纯电,风行T1 EV,3399,,暂无报价,7.58万,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/5e8a9ae23b6efed51f6570d63016d3ae~tplv-resize:640:0.png,2023/1/5
SRM鑫源,193,纯电,好运1号,1771,2022新款,13.88-14.58万,暂无报价,13.88万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/bce97a58ad16bba1c6ac30c24643c9ab~tplv-resize:640:0.png,2023/1/5
新龙马汽车,123,纯电,新龙马汽车启腾EX7,4806,,16.68-16.98万,暂无报价,16.68万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/87eda9f29b6f0b18c61a9262bba50406~tplv-resize:640:0.png,2023/1/5
魏牌,66,纯电,魏牌-X,2852,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/9b13000100e94a3d3843~tplv-resize:640:0.png,2023/1/5
远程汽车,308,纯电,远程锋锐V5E,6256,,19.48万,暂无报价,19.48万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/3c038cbaf6ef4c5890b63f8104965c64~tplv-resize:640:0.png,2023/1/5
雪佛兰,6,纯电,Chaparral 2X Vision,2579,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef50000967e1f83bdc5~tplv-resize:640:0.png,2023/1/5
丰田,5,纯电,GR Super Sport,1951,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef3000143d2fd6b7852~tplv-resize:640:0.png,2023/1/5
广汽传祺,40,纯电,iSPACE,1803,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef800002d72c7d4d943~tplv-resize:640:0.png,2023/1/5
陆地方舟,146,纯电,威途X35,1630,,19.00万,暂无报价,19.00万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/65de000108d8e451b89d~tplv-resize:640:0.png,2023/1/5
哪吒汽车,199,纯电,哪吒Eureka 01,2988,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/17674000015a6b8be5e9b~tplv-resize:640:0.png,2023/1/5
宝马,4,纯电,VISION NEXT 100,2065,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/mosaic-legacy/bef600002cfa0d355acd~tplv-resize:640:0.png,2023/1/5
大众,1,纯电,ID. Vizzion,2720,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef40000f970de7cc64b~tplv-resize:640:0.png,2023/1/5
SRM鑫源,193,纯电,T50 EV,4301,,18.48-19.08万,暂无报价,18.48万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/b1ef0b41ffe841ff662134e7d69af50f~tplv-resize:640:0.png,2023/1/5
东风,91,纯电,俊风EJ30,2772,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/65de00004a7f001da650~tplv-resize:640:0.png,2023/1/5
大众,1,纯电,Cross Coupe,1946,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/1767400002cdcdc677d52~tplv-resize:640:0.png,2023/1/5
开沃汽车,148,纯电,开沃D10,1924,,14.88-17.88万,暂无报价,14.88万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/beef0000a6fd671bc69d~tplv-resize:640:0.png,2023/1/5
SRM鑫源,193,纯电,T2S EV,5410,,16.48-16.78万,暂无报价,16.48万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/af66731530790a593374e0897d89ef77~tplv-resize:640:0.png,2023/1/5
广汽传祺,40,纯电,E Concept,1819,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef6000034e37855613c~tplv-resize:640:0.png,2023/1/5
Rimac,213,纯电,Nevera,5192,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/de5a40d0a6f1abc608e5db57dbefc6c6~tplv-resize:640:0.png,2023/1/5
SERES赛力斯,231,纯电,SERES SF7,2985,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/9b1300004e6b96b92062~tplv-resize:640:0.png,2023/1/5
雷诺,46,纯电,雷诺ZOE,2572,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef800006b270b0c9431~tplv-resize:640:0.png,2023/1/5
智行盒子,484,纯电,智行盒子BM-400,5522,即将上市,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/932ec03328540f037bff972e5ef4c0ec~tplv-resize:640:0.png,2023/1/5
日产,10,纯电,日产IDS,2246,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/mosaic-legacy/bef8000017018474b21e~tplv-resize:640:0.png,2023/1/5
神州,396,纯电,航天金龙,4641,,14.88万,暂无报价,14.88万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/5c58db7a23d8d9b291b97f43b6915aba~tplv-resize:640:0.png,2023/1/5
瑞驰,198,纯电,瑞驰EK07S,4685,,12.68万,暂无报价,12.68万,FALSE,暂无报价,0,http://p9-dcd.byteimg.com/img/motor-img/d6cdfa4e57eee26eac73171f7ca1acf3~tplv-resize:640:0.png,2023/1/5
大众,1,纯电,Sedric Concept,2053,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef300013c89dfa61ea4~tplv-resize:640:0.png,2023/1/5
瑞驰,198,纯电,瑞驰EK01S,5226,,10.68-12.88万,暂无报价,10.68万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/dfee8a5d687845bd38737b0773d165f0~tplv-resize:640:0.png,2023/1/5
开瑞,139,纯电,优劲EV,2922,,12.28-13.58万,暂无报价,12.28万,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/motor-img/1a91e12b9dc61f1f6622339bd0e81257~tplv-resize:640:0.png,2023/1/5
现代,11,纯电,KONA EV,2708,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/738ef39b906c67fda248e6c0c0415dd0~tplv-resize:640:0.png,2023/1/5
本田,9,纯电,EV-Ster,2454,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef40000e664d53dbedc~tplv-resize:640:0.png,2023/1/5
新吉奥汽车,477,纯电,吉奥奥腾,6032,,18.18-20.58万,暂无报价,18.18万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/c252fe6baf2d15b7039e0f2fdd9a0490~tplv-resize:640:0.png,2023/1/5
雪佛兰,6,纯电,雪佛兰FNR,2267,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/mosaic-legacy/65de00000d1280e22de6~tplv-resize:640:0.png,2023/1/5
万象汽车,528,纯电,万象K01,6074,,12.38-12.58万,暂无报价,12.38万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/1c8421ba8d05cc3eb56da0b3ab54433e~tplv-resize:640:0.png,2023/1/5
御捷,173,纯电,御捷330,2268,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/1767400006a5083bf9b65~tplv-resize:640:0.png,2023/1/5
现代,11,纯电,Nexo,1956,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/mosaic-legacy/1767500005ad00811f0ef~tplv-resize:640:0.png,2023/1/5
威马汽车,185,纯电,Commendatore GT,2888,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/mosaic-legacy/bef30000777fb88b7216~tplv-resize:640:0.png,2023/1/5
绿驰,212,纯电,金星,2704,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef500008ee73fd4c5c5~tplv-resize:640:0.png,2023/1/5
陆地方舟,146,纯电,劲玛,2689,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef000013ffb176ae1e2~tplv-resize:640:0.png,2023/1/5
奥迪,2,纯电,奥迪Elaine,1741,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef6000004a45a9ecf60~tplv-resize:640:0.png,2023/1/5
英菲尼迪,29,纯电,Prototype 10,2997,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef600006c0f13619b45~tplv-resize:640:0.png,2023/1/5
瑞驰,198,纯电,瑞驰ED71,5862,,18.68-21.58万,暂无报价,18.68万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/678f7c22a385ef41f536d1cf9aa13e3f~tplv-resize:640:0.png,2023/1/5
比克汽车,411,纯电,比克兴熠,4800,,16.98万,暂无报价,16.98万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/d2bc3f77dc23ce7e0914eaaebde21d3b~tplv-resize:640:0.png,2023/1/5
恒天,127,纯电,恒好EV1,3135,,11.37万,暂无报价,11.37万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef40000dc40cdd0e4e7~tplv-resize:640:0.png,2023/1/5
拉共达,214,纯电,Lagonda Vision Concept,2719,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef400011ab509a347e8~tplv-resize:640:0.png,2023/1/5
Rimac,213,纯电,Concept Two,2710,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/17674000034101a76f6fb~tplv-resize:640:0.png,2023/1/5
MINI,65,纯电,MINI VISION Next100,2044,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/1d0aa496d2a2612dba3c429c2c3434a3~tplv-resize:640:0.png,2023/1/5
北汽新能源,93,纯电,ARCFOX-1,2013,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/9e60a6543929a35ee3dedd77e5297b62~tplv-resize:640:0.png,2023/1/5
北汽新能源,93,纯电,北汽新能源EX400L,2103,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef800003bc21ce6d0ec~tplv-resize:640:0.png,2023/1/5
本田,9,纯电,Honda Design C 001,1952,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/95cca982f4a10bd3053f8c6cf74dc663~tplv-resize:640:0.png,2023/1/5
宝马,4,纯电,i Vision Dynamics,1732,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef40000df1a5cd420cf~tplv-resize:640:0.png,2023/1/5
大众,1,纯电,大众MOIA,2721,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef8000066ef73e488f5~tplv-resize:640:0.png,2023/1/5
奥迪,2,纯电,e-tron Concept,2312,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef30001410a0b02a5cb~tplv-resize:640:0.png,2023/1/5
北京清行,240,纯电,清行400,2929,,暂无报价,15.58-15.98万,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/beef00009aef9f6195cd~tplv-resize:640:0.png,2023/1/5
猎豹汽车,76,纯电,缤歌,2872,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef4000106f9e91ba1ab~tplv-resize:640:0.png,2023/1/5
东风·瑞泰特,230,纯电,东风·瑞泰特EM30,2796,,25.98万,暂无报价,25.98万,FALSE,暂无报价,0,http://p9-dcd.byteimg.com/img/mosaic-legacy/bef300009836014ad858~tplv-resize:640:0.png,2023/1/5
万象汽车,528,纯电,万象T01,6084,,13.58万,暂无报价,13.58万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/52d90253f625b35ff95ced92c81ec67f~tplv-resize:640:0.png,2023/1/5
丰田,5,纯电,i-Road,2473,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef800006b25db6fa00b~tplv-resize:640:0.png,2023/1/5
别克,12,纯电,Enspire,2822,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/1767400003b705b7f8e12~tplv-resize:640:0.png,2023/1/5
