carid,类型,page,车系,年款,车型,标题,上牌年限,公里数（万公里）,二手车售价,新车售价,详情页url,车源地,上牌时间,过户次数,上牌地,车身颜色,内饰颜色,车商名称,在售车源数,车商地址,dt
8420917,插混,11,揽胜极光PHEV ,2021款, 极光L P300e,揽胜极光PHEV 2021款 极光L P300e,10个月,0.22万公里,29.50万,44.58万,https://www.dongchedi.com/usedcar/8420917,,,,,,,,,,2023/01/05
8357351,插混,11,唐DM ,2018款, 2.0T 全时四驱智联创享型 7座 国V,唐DM 2018款 2.0T 全时四驱智联创享型 7座 国V,4年5个月,7.63万公里,12.93万,25.99万,https://www.dongchedi.com/usedcar/8357351,,,,,,,,,,2023/01/05
7869066,插混,11,唐DM ,2018款, 2.0T 全时四驱智联创享型 7座 国V,唐DM 2018款 2.0T 全时四驱智联创享型 7座 国V,3年10个月,5.40万公里,12.88万,25.99万,https://www.dongchedi.com/usedcar/7869066,,,,,,,,,,2023/01/05
4842356,插混,11,魏牌 VV7 PHEV ,2020款, 2.0T 旗舰型,魏牌 VV7 PHEV 2020款 2.0T 旗舰型,2年8个月,2万公里,13.88万,23.98万,https://www.dongchedi.com/usedcar/4842356,,,,,,,,,,2023/01/05
8261320,插混,11,荣威eRX5 ,2017款, 50T 混动互联尊贵旗舰版,荣威eRX5 2017款 50T 混动互联尊贵旗舰版,3年4个月,13.20万公里,6.68万,26.59万,https://www.dongchedi.com/usedcar/8261320,广州,2019年08月上牌,0次,广州,香槟色,深色,广州和盛车行,在售车源4辆,广州市海珠区南洲路733号和盛车行,2023/01/05
7691074,插混,11,宝马X1 PHEV ,2017款, xDrive25Le,宝马X1 PHEV 2017款 xDrive25Le,5年7个月,6万公里,15.00万,39.88万,https://www.dongchedi.com/usedcar/7691074,沈阳,2017年06月上牌,0次,沈阳,白色,深色,沈阳金石诚二手车,在售车源6辆,辽宁省沈阳市铁西区北二西路29甲顶尚车城2楼,2023/01/05
9049525,插混,11,领克01 PHEV ,2018款, 1.5T 劲Pro 国V,领克01 PHEV 2018款 1.5T 劲Pro 国V,3年11个月,8.40万公里,10.88万,25.98万,https://www.dongchedi.com/usedcar/9049525,,,,,,,,,,2023/01/05
8213755,插混,11,唐DM ,2019款, 2.0T 全时四驱智联创领型 7座 国VI,唐DM 2019款 2.0T 全时四驱智联创领型 7座 国VI,3年,4万公里,16.88万,28.84万,https://www.dongchedi.com/usedcar/8213755,,,,,,,,,,2023/01/05
6001605,插混,11,荣威ei6 ,2017款, 45T 混动互联智享版,荣威ei6 2017款 45T 混动互联智享版,4年4个月,5万公里,5.98万,20.18万,https://www.dongchedi.com/usedcar/6001605,深圳,2018年09月上牌,0次,深圳,蓝色,深色,鸿图二手车,在售车源12辆,深圳市宝安区福海街道桥头社区宝华大厦一楼,2023/01/05
9239207,插混,11,领克01 PHEV ,2019款, 1.5T 劲Pro 国VI,领克01 PHEV 2019款 1.5T 劲Pro 国VI,3年1个月,6.20万公里,10.98万,25.98万,https://www.dongchedi.com/usedcar/9239207,,,,,,,,,,2023/01/05
9128779,插混,11,秦PLUS DM-i ,2021款, DM-i 55KM 尊贵型,秦PLUS DM-i 2021款 DM-i 55KM 尊贵型,11个月,1.50万公里,9.98万,11.38万,https://www.dongchedi.com/usedcar/9128779,广州,2022年02月上牌,0次,广州,白色,深色,人好车,在售车源37辆,广州市天河区莲溪深涌南二路3号1栋101房,2023/01/05
9121096,插混,11,唐DM ,2021款, DM-i 1.5T 112KM 尊贵型,唐DM 2021款 DM-i 1.5T 112KM 尊贵型,8个月,0.70万公里,18.88万,20.98万,https://www.dongchedi.com/usedcar/9121096,,,,,,,,,,2023/01/05
9018865,插混,11,荣威e550 ,2014款, 550 Plug-in 旗舰版,荣威e550 2014款 550 Plug-in 旗舰版,7年2个月,10万公里,3.50万,25.98万,https://www.dongchedi.com/usedcar/9018865,上海,2015年11月上牌,0次,上海,黑色,浅色,上海倾城二手车,在售车源23辆,上海市嘉定区江桥曹安公路2300弄143号3号门B1层，棠赋二手车,2023/01/05
8983264,插混,11,荣威e550 ,2016款, 尊享版,荣威e550 2016款 尊享版,6年2个月,3.30万公里,4.18万,23.98万,https://www.dongchedi.com/usedcar/8983264,,,,,,,,,,2023/01/05
8874943,插混,11,荣威ei6 ,2017款, 45T 混动互联智享版,荣威ei6 2017款 45T 混动互联智享版,4年6个月,5.80万公里,6.01万,20.18万,https://www.dongchedi.com/usedcar/8874943,,,,,,,,,,2023/01/05
7571282,插混,11,荣威ei6 ,2017款, 45T 混动互联智享版,荣威ei6 2017款 45T 混动互联智享版,5年1个月,9.77万公里,4.38万,20.18万,https://www.dongchedi.com/usedcar/7571282,,,,,,,,,,2023/01/05
9231725,插混,11,帕萨特PHEV ,2019款, 430PHEV 混动豪华版,帕萨特PHEV 2019款 430PHEV 混动豪华版,3年8个月,4万公里,14.55万,28.69万,https://www.dongchedi.com/usedcar/9231725,深圳,2019年05月上牌,0次,深圳,黑色,深色,红岭汽车,在售车源30辆,深圳市福田区北环大道7037号景田众鼎停车场4楼红岭汽车,2023/01/05
9088008,插混,11,秦Pro DM ,2019款, 超能版 1.5TI 自动智联劲炫型 国V,秦Pro DM 2019款 超能版 1.5TI 自动智联劲炫型 国V,2年1个月,1.70万公里,8.68万,14.69万,https://www.dongchedi.com/usedcar/9088008,杭州,2020年12月上牌,0次,杭州,黑色,浅色,淘车,在售车源125辆,杭州市拱墅区广业街122号,2023/01/05
8905346,插混,11,宝马5系PHEV ,2020款, 里程升级版 530Le 豪华套装,宝马5系PHEV 2020款 里程升级版 530Le 豪华套装,2年9个月,3.60万公里,33.58万,49.99万,https://www.dongchedi.com/usedcar/8905346,,,,,,,,,,2023/01/05
5984132,插混,11,秦DM ,2015款, 1.5T 双冠旗舰Plus版,秦DM 2015款 1.5T 双冠旗舰Plus版,6年7个月,15万公里,2.98万,21.98万,https://www.dongchedi.com/usedcar/5984132,,,,,,,,,,2023/01/05
9207380,插混,11,奔驰E级PHEV ,2022款, E 350 e L 轿车,奔驰E级PHEV 2022款 E 350 e L 轿车,1年,2.40万公里,43.81万,52.19万,https://www.dongchedi.com/usedcar/9207380,,,,,,,,,,2023/01/05
9059618,插混,11,微蓝6 PHEV ,2020款, 互联智慧型,微蓝6 PHEV 2020款 互联智慧型,1年6个月,1.26万公里,10.38万,18.83万,https://www.dongchedi.com/usedcar/9059618,南通,2021年07月上牌,0次,南通,其他,深色,车之友名车,在售车源17辆,南通市永兴路18号华都二手车市场A区,2023/01/05
9026831,插混,11,荣威ei6 ,2017款, 45T 混动互联智享版,荣威ei6 2017款 45T 混动互联智享版,4年4个月,7.90万公里,6.13万,20.18万,https://www.dongchedi.com/usedcar/9026831,,,,,,,,,,2023/01/05
8989869,插混,11,荣威eRX5 ,2017款, 50T 混动互联尊荣旗舰版,荣威eRX5 2017款 50T 混动互联尊荣旗舰版,4年9个月,3.90万公里,7.50万,28.59万,https://www.dongchedi.com/usedcar/8989869,,,,,,,,,,2023/01/05
8468765,插混,11,Cayenne E-Hybrid ,2021款, Cayenne E-Hybrid 2.0T,Cayenne E-Hybrid 2021款 Cayenne E-Hybrid 2.0T,1年4个月,1.30万公里,79.98万,86.80万,https://www.dongchedi.com/usedcar/8468765,,,,,,,,,,2023/01/05
8338036,插混,11,沃尔沃S90 RECHARGE ,2022款, T8 E驱混动 智逸豪华版,沃尔沃S90 RECHARGE 2022款 T8 E驱混动 智逸豪华版,10个月,0.59万公里,33.70万,49.99万,https://www.dongchedi.com/usedcar/8338036,,,,,,,,,,2023/01/05
7165529,插混,11,荣威e550 ,2016款, 旗舰版,荣威e550 2016款 旗舰版,6年1个月,3.80万公里,3.59万,25.98万,https://www.dongchedi.com/usedcar/7165529,,,,,,,,,,2023/01/05
9201357,插混,11,雷凌双擎E+ ,2019款, 1.8PH GS CVT精英风尚版,雷凌双擎E+ 2019款 1.8PH GS CVT精英风尚版,2年11个月,2.70万公里,12.50万,20.98万,https://www.dongchedi.com/usedcar/9201357,,,,,,,,,,2023/01/05
9124341,插混,11,传祺GS4 PHEV ,2019款, 1.5L 智享型,传祺GS4 PHEV 2019款 1.5L 智享型,3年6个月,6万公里,7.68万,19.68万,https://www.dongchedi.com/usedcar/9124341,,,,,,,,,,2023/01/05
9047435,插混,11,秦Pro DM ,2018款, 1.5TI 自动智联锐享型,秦Pro DM 2018款 1.5TI 自动智联锐享型,3年9个月,5.20万公里,8.58万,16.69万,https://www.dongchedi.com/usedcar/9047435,,,,,,,,,,2023/01/05
9020037,插混,11,沃尔沃S90 RECHARGE ,2022款, T8 E驱混动 智逸豪华版,沃尔沃S90 RECHARGE 2022款 T8 E驱混动 智逸豪华版,1年5个月,0.61万公里,29.80万,49.99万,https://www.dongchedi.com/usedcar/9020037,,,,,,,,,,2023/01/05
9003345,插混,11,宝马5系PHEV ,2020款, 530Le 先锋版,宝马5系PHEV 2020款 530Le 先锋版,3年1个月,5.40万公里,27.50万,53.69万,https://www.dongchedi.com/usedcar/9003345,,,,,,,,,,2023/01/05
8885348,插混,11,荣威e550 ,2016款, 尊享版,荣威e550 2016款 尊享版,6年1个月,9.43万公里,3.38万,23.98万,https://www.dongchedi.com/usedcar/8885348,,,,,,,,,,2023/01/05
8316366,插混,11,宝马i8 ,2014款, 标准型,宝马i8 2014款 标准型,3年8个月,1.50万公里,99.80万,179.80万,https://www.dongchedi.com/usedcar/8316366,,,,,,,,,,2023/01/05
8609587,插混,11,Cayenne E-Hybrid ,2015款, Cayenne S E-Hybrid 3.0T,Cayenne E-Hybrid 2015款 Cayenne S E-Hybrid 3.0T,7年1个月,11万公里,45.00万,114.80万,https://www.dongchedi.com/usedcar/8609587,北京,2015年11月上牌,0次,北京,咖啡色,浅色,北京三喜名车,在售车源27辆,北京市丰台区丰管路16号1号楼1层A1-1029,2023/01/05
7912175,插混,11,Panamera E-Hybrid ,2014款, Panamera S E-Hybrid 3.0T,Panamera E-Hybrid 2014款 Panamera S E-Hybrid 3.0T,8年11个月,9.40万公里,45.50万,147.50万,https://www.dongchedi.com/usedcar/7912175,,,,,,,,,,2023/01/05
4447190,插混,11,奥迪Q7 PHEV ,2017款, 45 e-tron,奥迪Q7 PHEV 2017款 45 e-tron,5年4个月,2.80万公里,37.80万,87.50万,https://www.dongchedi.com/usedcar/4447190,,,,,,,,,,2023/01/05
3235562,插混,11,Panamera E-Hybrid ,2014款, Panamera S E-Hybrid 3.0T,Panamera E-Hybrid 2014款 Panamera S E-Hybrid 3.0T,6年7个月,2.78万公里,69.98万,147.50万,https://www.dongchedi.com/usedcar/3235562,上海,2016年06月上牌,0次,上海,白色,深色,上海1加车行,在售车源18辆,上海市共和新路3550号9号楼 1+车行,2023/01/05
9236011,插混,11,荣威ei6 ,2017款, 45T 混动互联智享版,荣威ei6 2017款 45T 混动互联智享版,3年9个月,7.98万公里,8.80万,20.18万,https://www.dongchedi.com/usedcar/9236011,,,,,,,,,,2023/01/05
4830917,插混,11,秦DM ,2018款, 1.5T 智联尊贵型,秦DM 2018款 1.5T 智联尊贵型,2年1个月,0.01万公里,9.19万,14.29万,https://www.dongchedi.com/usedcar/4830917,,,,,,,,,,2023/01/05
9216893,插混,11,宝马5系PHEV ,2019款, 改款 530Le 豪华套装,宝马5系PHEV 2019款 改款 530Le 豪华套装,2年11个月,3万公里,29.98万,49.69万,https://www.dongchedi.com/usedcar/9216893,,,,,,,,,,2023/01/05
9124904,插混,11,微蓝6 PHEV ,2020款, 互联智慧型,微蓝6 PHEV 2020款 互联智慧型,2年5个月,4万公里,9.80万,18.83万,https://www.dongchedi.com/usedcar/9124904,,,,,,,,,,2023/01/05
9031657,插混,11,Cayenne E-Hybrid ,2016款, Cayenne S E-Hybrid 3.0T,Cayenne E-Hybrid 2016款 Cayenne S E-Hybrid 3.0T,6年5个月,9.40万公里,47.80万,108.80万,https://www.dongchedi.com/usedcar/9031657,,,,,,,,,,2023/01/05
8874636,插混,11,秦DM ,2015款, 1.5T 双冠旗舰Plus版,秦DM 2015款 1.5T 双冠旗舰Plus版,7年5个月,7万公里,3.27万,21.98万,https://www.dongchedi.com/usedcar/8874636,贵阳,2015年08月上牌,0次,贵阳,白色,深色,贵阳瑞通利珩二手车行,在售车源118辆,贵州省贵阳市花溪区石板镇合朋村贵州二手车市场交易有限公司1218场地1-14、15号,2023/01/05
8806608,插混,11,宝马5系PHEV ,2019款, 改款 530Le 豪华套装,宝马5系PHEV 2019款 改款 530Le 豪华套装,3年6个月,4.50万公里,25.90万,49.69万,https://www.dongchedi.com/usedcar/8806608,,,,,,,,,,2023/01/05
8511068,插混,11,宝马5系PHEV ,2020款, 里程升级版 530Le 先锋版,宝马5系PHEV 2020款 里程升级版 530Le 先锋版,2年6个月,5.70万公里,27.99万,53.69万,https://www.dongchedi.com/usedcar/8511068,,,,,,,,,,2023/01/05
9190176,插混,11,Cayenne E-Hybrid ,2016款, Cayenne S E-Hybrid 3.0T,Cayenne E-Hybrid 2016款 Cayenne S E-Hybrid 3.0T,4年9个月,7万公里,56.88万,108.80万,https://www.dongchedi.com/usedcar/9190176,东莞,2018年04月上牌,0次,东莞,白色,深色,东莞众宸二手车,在售车源6辆,广东省东莞市寮步镇向西路口大得通广场19号,2023/01/05
9164488,插混,11,卡罗拉双擎E+ ,2019款, 1.8L 先锋版,卡罗拉双擎E+ 2019款 1.8L 先锋版,3年3个月,6.80万公里,9.18万,20.78万,https://www.dongchedi.com/usedcar/9164488,深圳,2019年09月上牌,0次,深圳,银灰色,浅色,敏达二手车,在售车源13辆,深圳市龙岗区龙岗路6号人人车严选店,2023/01/05
9122889,插混,11,宝马5系PHEV ,2021款, 535Le M运动套装,宝马5系PHEV 2021款 535Le M运动套装,2年,4.58万公里,34.50万,49.99万,https://www.dongchedi.com/usedcar/9122889,西安,2021年01月上牌,0次,西安,黑色,深色,陕西大力国际车城,在售车源374辆,陕西省西咸新区沣东新城天章大道与丰业大道交叉路口东北角,2023/01/05
9027741,插混,11,荣威e550 ,2016款, 旗舰版,荣威e550 2016款 旗舰版,7年1个月,3.60万公里,2.88万,25.98万,https://www.dongchedi.com/usedcar/9027741,,,,,,,,,,2023/01/05
9217165,插混,11,途观L PHEV ,2019款, 430PHEV 混动豪华版,途观L PHEV 2019款 430PHEV 混动豪华版,3年4个月,7万公里,13.99万,31.58万,https://www.dongchedi.com/usedcar/9217165,,,,,,,,,,2023/01/05
9075806,插混,11,微蓝6 PHEV ,2020款, 互联智慧型,微蓝6 PHEV 2020款 互联智慧型,1年,1.50万公里,9.90万,18.83万,https://www.dongchedi.com/usedcar/9075806,,,,,,,,,,2023/01/05
8835183,插混,11,唐DM ,2015款, 2.0T 四驱旗舰型,唐DM 2015款 2.0T 四驱旗舰型,6年11个月,5万公里,5.47万,27.98万,https://www.dongchedi.com/usedcar/8835183,,,,,,,,,,2023/01/05
8680224,插混,11,探岳GTE ,2020款, 尊贵型,探岳GTE 2020款 尊贵型,2年2个月,1.40万公里,16.98万,25.98万,https://www.dongchedi.com/usedcar/8680224,,,,,,,,,,2023/01/05
8485157,插混,11,宝马5系PHEV ,2020款, 530Le 先锋版,宝马5系PHEV 2020款 530Le 先锋版,2年10个月,5.79万公里,32.80万,53.69万,https://www.dongchedi.com/usedcar/8485157,,,,,,,,,,2023/01/05
8181057,插混,11,荣威ei6 ,2017款, 45T 混动互联智享版,荣威ei6 2017款 45T 混动互联智享版,4年10个月,7万公里,4.88万,20.18万,https://www.dongchedi.com/usedcar/8181057,,,,,,,,,,2023/01/05
6202032,插混,11,帕萨特PHEV ,2020款, 430PHEV 混动豪华版 国VI,帕萨特PHEV 2020款 430PHEV 混动豪华版 国VI,2年4个月,1.90万公里,16.60万,25.39万,https://www.dongchedi.com/usedcar/6202032,,,,,,,,,,2023/01/05
9269429,插混,12,宝马5系PHEV ,2015款, 530Le,宝马5系PHEV 2015款 530Le,7年1个月,15.10万公里,19.80万,69.86万,https://www.dongchedi.com/usedcar/9269429,,,,,,,,,,2023/01/05
8349982,插混,12,微蓝6 PHEV ,2022款, 互联智享型,微蓝6 PHEV 2022款 互联智享型,10个月,1.20万公里,10.11万,17.66万,https://www.dongchedi.com/usedcar/8349982,,,,,,,,,,2023/01/05
7859138,插混,12,秦DM ,2017款, 1.5T 尊贵型,秦DM 2017款 1.5T 尊贵型,4年7个月,6万公里,4.50万,18.59万,https://www.dongchedi.com/usedcar/7859138,,,,,,,,,,2023/01/05
6625430,插混,12,Cayenne E-Hybrid ,2016款, Cayenne S E-Hybrid 3.0T,Cayenne E-Hybrid 2016款 Cayenne S E-Hybrid 3.0T,4年8个月,6.30万公里,58.00万,108.80万,https://www.dongchedi.com/usedcar/6625430,深圳,2018年05月上牌,0次,深圳,蓝色,浅色,车总二手车,在售车源13辆,深圳市宝安区新桥街道新二社区广深路232号232-6,2023/01/05
9193234,插混,12,唐DM ,2018款, 2.0T 全时四驱智联创悦型 7座 国V,唐DM 2018款 2.0T 全时四驱智联创悦型 7座 国V,4年2个月,7.60万公里,12.80万,23.99万,https://www.dongchedi.com/usedcar/9193234,,,,,,,,,,2023/01/05
9173643,插混,12,Cayenne E-Hybrid ,2021款, Cayenne E-Hybrid 2.0T,Cayenne E-Hybrid 2021款 Cayenne E-Hybrid 2.0T,9个月,0.50万公里,85.80万,86.80万,https://www.dongchedi.com/usedcar/9173643,,,,,,,,,,2023/01/05
9142034,插混,12,沃尔沃XC90 RECHARGE ,2019款, E驱混动 T8 智尊版 7座 国VI,沃尔沃XC90 RECHARGE 2019款 E驱混动 T8 智尊版 7座 国VI,4年,2.70万公里,47.80万,89.19万,https://www.dongchedi.com/usedcar/9142034,成都,2019年01月上牌,0次,成都,黑色,深色,成都鑫源溢名车,在售车源21辆,四川省成都市武侯区武兴路568号易车时代E区1-9鑫源溢名车,2023/01/05
9026202,插混,12,荣威e550 ,2016款, 豪华版,荣威e550 2016款 豪华版,7年,8.70万公里,4.10万,24.88万,https://www.dongchedi.com/usedcar/9026202,,,,,,,,,,2023/01/05
8895241,插混,12,卡罗拉双擎E+ ,2019款, 1.8L 豪华版,卡罗拉双擎E+ 2019款 1.8L 豪华版,2年8个月,2.30万公里,12.68万,21.98万,https://www.dongchedi.com/usedcar/8895241,,,,,,,,,,2023/01/05
9232464,插混,12,探岳GTE ,2020款, 尊贵型,探岳GTE 2020款 尊贵型,2年3个月,4.39万公里,13.99万,25.98万,https://www.dongchedi.com/usedcar/9232464,,,,,,,,,,2023/01/05
9086386,插混,12,博瑞ePro ,2018款, 1.5T 耀领版,博瑞ePro 2018款 1.5T 耀领版,4年5个月,13.99万公里,6.98万,20.98万,https://www.dongchedi.com/usedcar/9086386,,,,,,,,,,2023/01/05
9059659,插混,12,雷凌双擎E+ ,2019款, 1.8PH V CVT豪华版,雷凌双擎E+ 2019款 1.8PH V CVT豪华版,3年5个月,7.89万公里,9.98万,21.88万,https://www.dongchedi.com/usedcar/9059659,淮南,2019年08月上牌,0次,淮南,白色,深色,淮南东之星二手车,在售车源30辆,安徽省淮南市田家庵区新法院对面东之星名车,2023/01/05
8238692,插混,12,宝马5系PHEV ,2020款, 530Le 豪华套装,宝马5系PHEV 2020款 530Le 豪华套装,2年11个月,3万公里,30.99万,49.99万,https://www.dongchedi.com/usedcar/8238692,,,,,,,,,,2023/01/05
8165300,插混,12,沃尔沃S60 RECHARGE ,2020款, T8 E驱混动 四驱智逸豪华版,沃尔沃S60 RECHARGE 2020款 T8 E驱混动 四驱智逸豪华版,2年4个月,0.80万公里,24.80万,39.99万,https://www.dongchedi.com/usedcar/8165300,,,,,,,,,,2023/01/05
7612976,插混,12,雷凌双擎E+ ,2019款, 1.8PH V CVT豪华版,雷凌双擎E+ 2019款 1.8PH V CVT豪华版,3年8个月,6.20万公里,9.98万,21.88万,https://www.dongchedi.com/usedcar/7612976,,,,,,,,,,2023/01/05
9265500,插混,12,荣威ei6 ,2017款, 45T 混动互联智享版,荣威ei6 2017款 45T 混动互联智享版,3年3个月,13万公里,5.89万,20.18万,https://www.dongchedi.com/usedcar/9265500,,,,,,,,,,2023/01/05
9255668,插混,12,探岳GTE ,2020款, 尊贵型,探岳GTE 2020款 尊贵型,1年7个月,0.75万公里,16.28万,25.98万,https://www.dongchedi.com/usedcar/9255668,邢台,2021年05月上牌,2次,邢台,蓝色,深色,蓝池顺龙二手车交易市场,在售车源50辆,邢台市信都区文苑路以东莲池大街以北汽车文化名城D-3-18区,2023/01/05
9202135,插混,12,荣威ei6 ,2017款, 45T 混动互联智享版,荣威ei6 2017款 45T 混动互联智享版,3年11个月,19.03万公里,4.30万,20.18万,https://www.dongchedi.com/usedcar/9202135,,,,,,,,,,2023/01/05
9164812,插混,12,秦PLUS DM-i ,2021款, DM-i 55KM 尊贵型,秦PLUS DM-i 2021款 DM-i 55KM 尊贵型,1年4个月,1.30万公里,10.68万,11.38万,https://www.dongchedi.com/usedcar/9164812,,,,,,,,,,2023/01/05
9092978,插混,12,Cayenne E-Hybrid ,2021款, Cayenne E-Hybrid 2.0T,Cayenne E-Hybrid 2021款 Cayenne E-Hybrid 2.0T,8个月,0.70万公里,86.60万,86.80万,https://www.dongchedi.com/usedcar/9092978,,,,,,,,,,2023/01/05
9084459,插混,12,微蓝6 PHEV ,2020款, 互联智慧型,微蓝6 PHEV 2020款 互联智慧型,1年6个月,0.30万公里,11.00万,18.83万,https://www.dongchedi.com/usedcar/9084459,,,,,,,,,,2023/01/05
9081232,插混,12,缤越PHEV ,2020款, ePro Super,缤越PHEV 2020款 ePro Super,2年6个月,2.20万公里,7.58万,12.98万,https://www.dongchedi.com/usedcar/9081232,,,,,,,,,,2023/01/05
8227559,插混,12,荣威eRX5 ,2017款, 50T 混动互联尊荣旗舰版,荣威eRX5 2017款 50T 混动互联尊荣旗舰版,4年10个月,5.80万公里,7.28万,28.59万,https://www.dongchedi.com/usedcar/8227559,,,,,,,,,,2023/01/05
9161585,插混,12,帕萨特PHEV ,2020款, 430PHEV 混动豪华版 国VI,帕萨特PHEV 2020款 430PHEV 混动豪华版 国VI,2年1个月,3万公里,15.98万,25.39万,https://www.dongchedi.com/usedcar/9161585,,,,,,,,,,2023/01/05
9111667,插混,12,博瑞ePro ,2018款, 1.5T 耀享版,博瑞ePro 2018款 1.5T 耀享版,4年6个月,9万公里,7.99万,18.98万,https://www.dongchedi.com/usedcar/9111667,深圳,2018年07月上牌,0次,深圳,蓝色,深色,红岭汽车,在售车源30辆,深圳市福田区北环大道7037号景田众鼎停车场4楼红岭汽车,2023/01/05
8969456,插混,12,腾势X PHEV ,2020款, 2.0T 旗舰版,腾势X PHEV 2020款 2.0T 旗舰版,1年3个月,2万公里,18.80万,31.98万,https://www.dongchedi.com/usedcar/8969456,,,,,,,,,,2023/01/05
8720615,插混,12,索纳塔PHEV ,2018款, 2.0 PHE智享版  国V,索纳塔PHEV 2018款 2.0 PHE智享版  国V,4年,9万公里,10.30万,22.28万,https://www.dongchedi.com/usedcar/8720615,,,,,,,,,,2023/01/05
8582326,插混,12,名爵6 PHEV ,2018款, 45T E-DRIVE智驱混动PILOT尊享互联网版,名爵6 PHEV 2018款 45T E-DRIVE智驱混动PILOT尊享互联网版,3年11个月,6.20万公里,8.28万,17.88万,https://www.dongchedi.com/usedcar/8582326,上海,2019年01月上牌,1次,上海,深灰色,深色,上海欣哒二手车,在售车源12辆,上海市闵行区顾戴路2588号,2023/01/05
8520251,插混,12,揽胜极光PHEV ,2021款, 极光L P300e,揽胜极光PHEV 2021款 极光L P300e,5个月,0.06万公里,29.90万,44.58万,https://www.dongchedi.com/usedcar/8520251,,,,,,,,,,2023/01/05
9234039,插混,12,宝马5系PHEV ,2019款, 530Le 豪华套装,宝马5系PHEV 2019款 530Le 豪华套装,4年4个月,4.80万公里,27.20万,49.69万,https://www.dongchedi.com/usedcar/9234039,,,,,,,,,,2023/01/05
9128524,插混,12,宝马5系PHEV ,2022款, 改款 535Le M运动套装,宝马5系PHEV 2022款 改款 535Le M运动套装,5个月,0.46万公里,39.80万,49.99万,https://www.dongchedi.com/usedcar/9128524,,,,,,,,,,2023/01/05
9124791,插混,12,秦DM ,2017款, 1.5T 尊贵型,秦DM 2017款 1.5T 尊贵型,5年,4.60万公里,5.60万,18.59万,https://www.dongchedi.com/usedcar/9124791,,,,,,,,,,2023/01/05
9067081,插混,12,星越PHEV ,2019款, 400T 驭星者 纯电动续航80KM,星越PHEV 2019款 400T 驭星者 纯电动续航80KM,3年7个月,4.09万公里,10.98万,21.68万,https://www.dongchedi.com/usedcar/9067081,苏州,2019年06月上牌,0次,苏州,蓝色,浅色,淘车二手车苏州店,在售车源143辆,苏州高新区马运路248号2幢101室,2023/01/05
9066696,插混,12,宋DM ,2017款, 1.5TID 全时四驱尊荣型,宋DM 2017款 1.5TID 全时四驱尊荣型,5年1个月,4万公里,7.38万,24.59万,https://www.dongchedi.com/usedcar/9066696,,,,,,,,,,2023/01/05
9033149,插混,12,迈腾GTE ,2020款, 豪华型,迈腾GTE 2020款 豪华型,1年1个月,1.50万公里,14.98万,25.39万,https://www.dongchedi.com/usedcar/9033149,广州,2021年12月上牌,0次,广州,黑色,深色,新途二手车行,在售车源9辆,广州市花都区芙蓉大道1号新途车业,2023/01/05
8218886,插混,12,荣威eRX5 ,2017款, 50T 混动互联尊贵旗舰版,荣威eRX5 2017款 50T 混动互联尊贵旗舰版,4年1个月,8万公里,6.88万,26.59万,https://www.dongchedi.com/usedcar/8218886,,,,,,,,,,2023/01/05
8013300,插混,12,宝马5系PHEV ,2020款, 530Le 先锋版,宝马5系PHEV 2020款 530Le 先锋版,3年,2.90万公里,33.88万,53.69万,https://www.dongchedi.com/usedcar/8013300,重庆,2020年01月上牌,0次,重庆,香槟色,深色,傲卡名驹,在售车源42辆,重庆旧车交易市场（江南大道39号）傲卡名驹旗舰店,2023/01/05
5676486,插混,12,宝马5系PHEV ,2021款, 535Le 豪华套装,宝马5系PHEV 2021款 535Le 豪华套装,2年2个月,1.28万公里,33.68万,49.99万,https://www.dongchedi.com/usedcar/5676486,,,,,,,,,,2023/01/05
9268687,插混,12,微蓝6 PHEV ,2020款, 互联智享型,微蓝6 PHEV 2020款 互联智享型,1年5个月,1.80万公里,10.58万,17.83万,https://www.dongchedi.com/usedcar/9268687,,,,,,,,,,2023/01/05
9251106,插混,12,微蓝6 PHEV ,2022款, 互联时尚型,微蓝6 PHEV 2022款 互联时尚型,2个月,0.10万公里,10.58万,16.66万,https://www.dongchedi.com/usedcar/9251106,,,,,,,,,,2023/01/05
9250386,插混,12,宝马5系PHEV ,2019款, 530Le 豪华套装,宝马5系PHEV 2019款 530Le 豪华套装,4年2个月,6.17万公里,27.38万,49.69万,https://www.dongchedi.com/usedcar/9250386,,,,,,,,,,2023/01/05
9199019,插混,12,探岳GTE ,2020款, 豪华型,探岳GTE 2020款 豪华型,1年6个月,1万公里,14.78万,24.98万,https://www.dongchedi.com/usedcar/9199019,,,,,,,,,,2023/01/05
9197789,插混,12,本田CR-V PHEV ,2021款, 锐·混动e+ 2.0L 睿雅版,本田CR-V PHEV 2021款 锐·混动e+ 2.0L 睿雅版,1年11个月,0.20万公里,18.98万,29.98万,https://www.dongchedi.com/usedcar/9197789,,,,,,,,,,2023/01/05
9160132,插混,12,宝马5系PHEV ,2020款, 530Le 先锋版,宝马5系PHEV 2020款 530Le 先锋版,2年9个月,3.70万公里,33.98万,53.69万,https://www.dongchedi.com/usedcar/9160132,,,,,,,,,,2023/01/05
9147081,插混,12,宝马5系PHEV ,2019款, 改款 530Le 先锋版,宝马5系PHEV 2019款 改款 530Le 先锋版,3年3个月,5.40万公里,29.60万,53.69万,https://www.dongchedi.com/usedcar/9147081,,,,,,,,,,2023/01/05
